Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS06235	5405	4330	3224	6358	6891	5485
HC660_RS06240	33	5	7	10	23	4
HC660_RS06245	92	27	26	33	66	56
HC660_RS06250	134	37	58	82	77	55
HC660_RS06255	2	10	5	6	12	14
HC660_RS06260	0	0	0	0	0	0
HC660_RS06265	0	0	0	0	0	0
HC660_RS06270	26	7	6	13	29	20
HC660_RS06275	917	978	777	1345	1063	1605
HC660_RS06280	19684	38034	18353	40419	19981	19408
HC660_RS06285	1953	875	650	1278	1614	1061
HC660_RS06290	1708	606	398	968	1607	704
HC660_RS06295	2360	1090	952	1692	2938	884
HC660_RS06300	2778	2104	1459	2829	3283	1458
HC660_RS06305	61	25	25	37	46	24
HC660_RS06310	4552	2944	4202	5157	3529	6424
HC660_RS06315	4315	3536	5483	4650	2921	7398
HC660_RS06320	104	55	106	64	64	191
HC660_RS06325	11	8	10	14	30	23
HC660_RS06330	1489	2452	2464	2895	1496	2708
HC660_RS06335	120	70	68	59	100	67
HC660_RS06340	1895	1772	1397	1953	2029	1879
HC660_RS06345	13	19	18	39	99	34
HC660_RS06350	778	508	651	612	455	702
HC660_RS06355	74	32	26	43	25	42
HC660_RS06360	445	613	476	1163	331	798
HC660_RS06365	131	60	46	153	106	126
HC660_RS06370	79	40	44	35	70	61
HC660_RS06375	300	176	137	249	331	306
HC660_RS06380	475	251	275	310	402	451
HC660_RS06385	797	452	450	517	564	671
HC660_RS06390	48	31	26	48	50	33
HC660_RS06395	241	224	249	261	260	251
HC660_RS06400	34	12	6	12	36	7
HC660_RS06405	59	15	4	12	36	19
HC660_RS06410	31	9	5	6	38	9
HC660_RS06415	10	0	3	0	11	5
HC660_RS06420	32	4	0	1	22	2
HC660_RS06425	63	0	9	14	38	10
HC660_RS06430	96	14	11	36	34	22
HC660_RS06435	1495	1346	938	2062	1941	3051
HC660_RS06440	50	80	20	65	90	49
HC660_RS06445	5	0	2	1	2	5
HC660_RS06450	33	34	50	29	30	24
HC660_RS06455	10	6	2	7	30	1
HC660_RS06460	0	0	0	0	0	0
HC660_RS06465	8	6	11	6	15	4
HC660_RS06470	25	51	18	12	42	21
HC660_RS06475	4	0	0	1	3	2
HC660_RS06480	9	0	0	1	2	1
HC660_RS06485	3	1	0	2	5	3
HC660_RS06490	318	217	199	209	314	346
HC660_RS06495	168	285	358	362	126	363
HC660_RS06500	391	754	393	921	427	767
HC660_RS06505	722	834	410	1029	978	829
HC660_RS06510	997	846	528	1024	613	703
HC660_RS06515	187	138	70	203	217	145
HC660_RS06520	249	205	123	316	323	182
HC660_RS06525	53	11	31	33	35	18
HC660_RS06530	72	18	20	14	35	23
HC660_RS06535	4	0	1	5	2	0
HC660_RS06540	196	32	56	104	207	179
HC660_RS06545	197	54	42	222	259	247
HC660_RS06550	202	35	43	110	201	161
HC660_RS21010	0	0	0	0	0	0
HC660_RS06555	0	0	0	0	0	0
HC660_RS21015	0	0	0	0	1	0
HC660_RS06565	0	0	0	0	0	0
HC660_RS06570	0	0	0	0	0	0
HC660_RS06575	0	0	0	0	0	0
HC660_RS06580	0	0	0	0	0	0
HC660_RS06585	42	17	11	58	96	72
HC660_RS21020	16	9	11	13	43	15
HC660_RS06590	32	10	4	46	121	24
HC660_RS06595	44	9	7	11	92	17
HC660_RS06600	102	33	33	63	149	79
HC660_RS06605	0	0	0	0	0	0
HC660_RS06610	0	0	0	0	0	0
HC660_RS06615	0	0	0	0	0	0
HC660_RS06620	0	0	0	0	0	0
HC660_RS06625	29	27	8	13	47	19
HC660_RS06630	123	58	85	99	156	140
HC660_RS06635	271	466	235	632	564	479
HC660_RS06640	576	727	550	1165	1106	622
HC660_RS06645	40	15	4	23	81	10
HC660_RS06650	6	5	0	12	4	1
HC660_RS06655	43	28	64	41	226	90
HC660_RS06660	149	182	255	531	375	427
HC660_RS06665	21	7	8	7	48	15
HC660_RS06670	92	25	41	28	73	70
HC660_RS06675	8	3	0	2	23	5
HC660_RS06680	896	513	600	708	697	1362
HC660_RS06685	65	162	113	179	82	105
HC660_RS06690	18	55	41	82	18	42
HC660_RS06695	40	10	17	18	43	18
HC660_RS06700	40	30	37	24	32	35
HC660_RS06705	22	40	71	24	32	40
HC660_RS06710	565	370	421	273	525	338
HC660_RS06715	137	125	221	94	116	114
HC660_RS06720	43	4	10	15	94	25
HC660_RS06725	41	26	52	36	68	23
HC660_RS06730	23	7	4	11	4	7
HC660_RS06735	64	43	31	45	61	38
HC660_RS06740	88	73	65	62	142	72
HC660_RS06745	12	16	6	14	4	13
HC660_RS06750	209	295	156	291	165	241
HC660_RS06755	205	193	123	236	207	207
HC660_RS06760	167	127	73	141	124	91
HC660_RS06765	124	69	85	83	64	142
HC660_RS06770	41	119	158	80	107	112
HC660_RS06775	3135	2471	3905	4823	4972	6327
HC660_RS06780	5964	7689	9826	10614	8003	13206
HC660_RS06785	265	257	236	329	199	147
HC660_RS06790	58	20	13	29	82	15
HC660_RS06795	13	6	3	6	21	2
HC660_RS06800	49	7	4	6	43	5
HC660_RS06805	30	7	9	8	31	3
HC660_RS06810	28	9	4	6	28	6
HC660_RS06815	46	9	11	7	46	14
HC660_RS06820	183	105	134	187	144	210
HC660_RS06825	60	22	27	30	69	42
HC660_RS06830	116	31	41	70	108	65
HC660_RS06835	49	16	13	35	30	16
HC660_RS06840	1464	4371	3222	2503	1373	2211
HC660_RS06845	59	189	143	179	137	76
HC660_RS06850	1	0	0	0	5	0
HC660_RS06855	91	71	30	115	90	47
HC660_RS06860	48	47	20	73	125	36
HC660_RS06865	41	29	21	19	35	26
HC660_RS06870	57	49	48	55	49	74
HC660_RS06875	19	19	22	34	16	33
HC660_RS06880	93	37	51	75	57	81
HC660_RS06885	7	1	0	3	2	1
HC660_RS06890	20	12	3	7	10	10
HC660_RS06895	42	25	18	26	38	26
HC660_RS06900	6	5	2	7	5	11
HC660_RS06905	13	9	4	15	13	15
HC660_RS06910	1	0	7	11	5	1
HC660_RS06915	15	1	5	11	11	6
HC660_RS06920	139	125	95	301	136	131
HC660_RS06925	324	312	151	424	274	136
HC660_RS06930	300	405	152	538	397	136
HC660_RS06935	274	429	179	589	376	217
HC660_RS06940	531	545	224	775	478	222
HC660_RS06945	283	281	132	465	317	102
HC660_RS06950	213	251	114	324	194	73
HC660_RS06955	233	268	97	336	254	72
HC660_RS06960	54	57	18	51	40	14
HC660_RS06965	14	9	3	8	13	2
HC660_RS06970	575	622	175	838	541	245
HC660_RS06975	238	286	127	459	261	142
HC660_RS06980	186	256	95	363	276	106
HC660_RS06985	17	12	16	45	61	9
HC660_RS06990	1073	1249	506	2110	1865	628
HC660_RS06995	140	165	75	242	355	87
HC660_RS07000	182	154	22	185	178	48
HC660_RS07005	24	34	12	55	55	11
HC660_RS07010	42	61	11	79	61	21
HC660_RS07015	155	158	73	211	162	42
HC660_RS07020	101	86	44	82	78	38
HC660_RS07025	30	46	6	43	37	16
HC660_RS07030	1	0	0	0	0	0
HC660_RS07035	6	19	5	14	8	1
HC660_RS07040	0	4	0	2	2	0
HC660_RS07045	98	234	73	219	142	48
HC660_RS07050	61	39	17	64	69	24
HC660_RS07055	53	53	33	92	59	15
HC660_RS07060	239	271	128	387	273	112
HC660_RS07065	6	2	5	6	14	7
HC660_RS07070	165	204	195	258	118	240
HC660_RS07075	699	640	732	869	538	857
HC660_RS07080	1374	808	919	927	1257	2188
HC660_RS07085	897	665	563	790	1224	1461
HC660_RS07090	285	156	118	263	307	463
HC660_RS07095	288	423	282	488	321	294
HC660_RS07100	86	44	27	41	105	44
HC660_RS07105	55	34	37	26	64	32
HC660_RS07110	128	38	126	68	42	85
HC660_RS07115	1481	940	754	1427	719	1469
HC660_RS07120	167	232	184	245	178	301
HC660_RS07125	104	36	61	38	66	37
HC660_RS07130	44	10	8	17	32	33
HC660_RS07135	30	4	7	2	30	1
HC660_RS07140	40	2	7	5	42	4
HC660_RS07145	123	58	69	60	157	52
HC660_RS07150	24	2	9	10	31	10
HC660_RS07155	64	7	6	9	33	3
HC660_RS07160	33	1	15	8	33	10
HC660_RS07165	44	16	18	20	54	19
HC660_RS07170	1988	2205	2335	2429	1616	2112
HC660_RS07175	576	567	847	544	395	986
HC660_RS07180	162	101	114	139	150	233
HC660_RS07185	267	152	890	266	405	1270
HC660_RS07190	36	0	38	12	24	40
HC660_RS07195	85	33	97	32	52	97
HC660_RS07200	44	27	54	40	57	93
HC660_RS07205	72	48	104	47	63	72
HC660_RS07210	41	19	8	14	36	3
HC660_RS07215	30	17	10	21	33	16
HC660_RS07220	735	491	479	638	728	1176
HC660_RS07225	150	42	28	50	148	90
HC660_RS07230	568	553	428	509	826	562
HC660_RS07235	31	9	31	29	41	57
HC660_RS07240	110	107	106	109	63	125
HC660_RS07245	608	3597	1573	1319	384	1559
HC660_RS07250	88	84	107	74	75	125
HC660_RS07255	90	71	46	96	66	76
HC660_RS07260	43	30	27	39	86	43
HC660_RS07265	315	268	155	436	360	219
HC660_RS07270	117	323	115	320	94	105
HC660_RS07275	1221	1759	1567	1612	1382	1648
HC660_RS07280	67	25	34	47	55	36
HC660_RS07285	106	70	52	64	98	33
HC660_RS07290	39	26	15	27	38	28
HC660_RS07295	32	21	6	29	35	22
HC660_RS07300	59	23	31	47	46	21
HC660_RS07305	166	49	40	75	108	40
HC660_RS07310	101	36	35	28	63	36
HC660_RS07315	104	129	66	97	135	161
HC660_RS07320	7	0	0	2	14	6
HC660_RS21220	300	304	419	321	213	510
HC660_RS07325	374	227	439	224	312	647
HC660_RS07330	41	18	32	24	34	56
HC660_RS07335	33	4	13	13	55	26
HC660_RS07340	18	0	0	0	15	4
HC660_RS07345	880	787	832	1119	516	744
HC660_RS07350	46	15	22	26	29	19
HC660_RS07355	31	13	9	10	24	11
HC660_RS07360	42	15	25	38	44	19
HC660_RS07365	56	5	17	30	60	28
HC660_RS07370	22	28	8	10	28	18
HC660_RS07375	107	31	57	78	79	54
HC660_RS07380	26	16	10	26	27	13
HC660_RS07385	300	319	382	559	519	568
HC660_RS07390	304	148	194	253	316	295
HC660_RS07395	208	228	205	252	179	264
HC660_RS07400	349	221	255	323	365	338
HC660_RS07405	292	84	92	134	321	222
HC660_RS07410	77	32	46	43	30	101
HC660_RS07415	307	248	212	302	246	345
HC660_RS07420	1944	1384	2436	1864	1228	3608
HC660_RS07425	154	133	100	120	220	280
HC660_RS07430	6	0	1	2	2	3
HC660_RS07435	7	1	2	0	2	6
HC660_RS07440	49	18	23	36	78	34
HC660_RS07445	244	80	128	171	267	131
HC660_RS07450	84	54	96	108	103	96
HC660_RS07455	19	1	13	13	8	9
HC660_RS07460	175	142	120	276	168	128
HC660_RS07465	221	74	75	178	175	143
HC660_RS07470	256	159	99	314	140	255
HC660_RS07475	458	299	197	535	339	332
HC660_RS07480	293	209	148	349	330	317
HC660_RS07485	165	150	134	319	227	223
HC660_RS07490	241	303	212	458	348	342
HC660_RS07495	280	375	273	423	346	332
HC660_RS07500	64	37	103	111	22	72
HC660_RS07505	85	81	139	106	75	212
HC660_RS07510	14	8	20	13	20	27
HC660_RS07515	709	434	437	667	711	745
HC660_RS07520	301	294	299	336	328	669
HC660_RS07525	495	1396	842	2124	1192	1310
HC660_RS07530	439	552	565	1273	565	810
HC660_RS07535	744	1454	1248	1611	713	853
HC660_RS07540	76	17	10	10	54	18
HC660_RS07545	95	47	70	70	121	151
HC660_RS07550	108	84	59	85	149	109
HC660_RS07555	261	261	198	326	403	394
HC660_RS07560	258	346	278	337	401	551
HC660_RS07565	39	7	27	25	7	45
HC660_RS07570	201	96	97	413	243	265
HC660_RS07575	32	31	17	29	74	29
HC660_RS07580	46	24	33	23	81	40
HC660_RS07585	48	13	5	13	38	27
HC660_RS07590	22	15	17	19	30	17
HC660_RS07595	189	145	453	135	174	175
HC660_RS07600	45	29	35	42	21	52
HC660_RS07605	1579	1719	1440	1952	1410	1616
HC660_RS21225	52	28	5	19	49	23
HC660_RS07610	174	69	80	93	208	154
HC660_RS07615	1221	468	475	806	1208	780
HC660_RS07620	11754	3111	2808	4838	4090	2284
HC660_RS07625	3693	3229	2987	3533	2796	3887
HC660_RS07630	25717	17190	17810	21712	18027	22998
HC660_RS07635	35	39	34	49	58	32
HC660_RS07640	213	188	215	257	240	254
HC660_RS07645	245	260	400	415	179	324
HC660_RS07650	1231	3118	2440	4587	1864	2760
HC660_RS07655	264	490	447	593	343	590
HC660_RS07660	169	195	150	222	194	88
HC660_RS07665	1365	629	833	897	1152	1549
HC660_RS07670	322	175	274	220	334	426
HC660_RS07675	1070	912	686	1404	813	1371
HC660_RS07680	74	28	23	65	223	149
HC660_RS07685	585	907	567	1626	804	1246
HC660_RS07690	189	94	165	119	83	216
HC660_RS07695	869	575	690	554	718	750
HC660_RS07700	67	16	36	29	57	27
HC660_RS07705	138	21	62	57	75	58
HC660_RS07710	52	31	64	36	57	24
HC660_RS07715	1239	1074	1161	1721	1276	1689
HC660_RS07720	14	8	24	11	24	10
HC660_RS07725	911	671	580	935	765	1313
HC660_RS07730	2201	1284	1245	1582	1613	2426
HC660_RS07735	480	361	200	472	987	652
HC660_RS07740	132	45	72	76	99	134
HC660_RS07745	275	38	52	87	109	66
HC660_RS07750	322	261	491	415	180	409
HC660_RS07755	918	1340	1410	1558	744	1422
HC660_RS07760	371	529	614	862	333	637
HC660_RS07765	1365	1726	1731	1872	1506	2333
HC660_RS07770	697	494	584	681	775	548
HC660_RS07775	147	108	122	143	154	125
HC660_RS07780	429	262	277	383	386	418
HC660_RS07785	1223	1278	1690	1502	1461	2218
HC660_RS07790	273	274	211	311	236	415
HC660_RS07795	2033	2170	1507	3866	1462	2026
HC660_RS07800	59	18	24	38	93	25
HC660_RS07805	86	30	32	43	55	56
HC660_RS07810	207	104	87	105	113	108
HC660_RS07815	652	316	258	381	492	329
HC660_RS07820	259	185	205	212	296	214
HC660_RS07825	356	429	314	491	419	352
HC660_RS07830	73	105	85	117	84	112
HC660_RS07835	60	26	23	37	73	31
HC660_RS07840	72	31	20	33	49	16
HC660_RS07845	1952	1156	1955	2299	1795	1760
HC660_RS07850	3101	1678	1749	2187	2253	2021
HC660_RS07855	1561	363	583	751	687	608
HC660_RS07860	1770	548	671	1132	1074	908
HC660_RS07865	96	61	93	47	79	46
HC660_RS07870	122	99	193	122	108	135
HC660_RS07875	286	265	454	353	315	340
HC660_RS07880	631	481	654	583	728	931
HC660_RS07885	191	119	114	226	184	153
HC660_RS07890	5147	6264	4507	6725	6355	7523
HC660_RS07895	282	207	210	334	309	448
HC660_RS07900	831	1404	660	1326	855	1078
HC660_RS07905	59	37	21	26	43	39
HC660_RS07910	366	284	233	293	427	396
HC660_RS07915	905	1409	1349	1524	1306	2774
HC660_RS07920	192	191	220	268	334	382
HC660_RS07925	166	229	159	169	257	300
HC660_RS07930	330	446	355	534	340	604
HC660_RS07935	730	615	690	923	796	1255
HC660_RS07940	7728	5654	4951	7112	7609	9385
HC660_RS07945	592	317	312	991	1057	1072
HC660_RS07950	283	208	162	205	194	277
HC660_RS07955	213	98	114	164	91	232
HC660_RS07960	11	2	4	5	9	4
HC660_RS07965	151	124	88	235	372	363
HC660_RS07970	10166	5521	6015	9300	12799	11925
HC660_RS07975	11006	8845	8386	11724	12970	11823
HC660_RS07980	16684	18552	22074	24718	23650	24638
HC660_RS07985	20654	22857	28756	30543	25307	31190
HC660_RS07990	29	22	14	27	114	25
HC660_RS07995	17	46	12	19	40	13
HC660_RS08000	312	239	130	132	320	389
HC660_RS08005	64	64	27	69	30	103
HC660_RS08010	549	723	455	748	447	728
HC660_RS08015	82	229	152	149	137	60
HC660_RS08020	435	307	374	334	312	528
HC660_RS08025	220	192	263	187	141	318
HC660_RS08030	89	56	80	61	222	143
HC660_RS21365	7	12	11	7	10	3
HC660_RS08040	120	79	68	151	117	93
HC660_RS08045	4	1	0	0	21	1
HC660_RS08050	0	0	0	0	0	0
HC660_RS08055	2	1	0	1	0	4
HC660_RS08060	11	1	3	5	18	11
HC660_RS08065	14	32	14	27	21	19
HC660_RS08070	26	17	13	24	26	47
HC660_RS08075	7185	6706	5189	8002	10047	11001
HC660_RS08080	793	741	535	1105	917	838
HC660_RS08085	45	33	46	46	41	20
HC660_RS08090	13	7	6	14	36	9
HC660_RS08095	89	54	66	74	112	66
HC660_RS08100	536	902	680	937	523	706
HC660_RS08105	38	6	33	35	36	26
HC660_RS08110	871	511	919	1124	546	1369
HC660_RS08115	776	395	441	542	809	744
HC660_RS08120	9651	10844	7926	11656	11243	10787
HC660_RS08125	1371	881	1780	1446	1190	2732
HC660_RS08130	3971	3658	4020	5256	4455	6136
HC660_RS08135	259	100	133	156	252	216
HC660_RS08140	610	146	273	272	453	232
HC660_RS08145	206	63	105	140	185	82
HC660_RS08150	103	47	83	80	116	41
HC660_RS08155	245	128	215	229	170	164
HC660_RS08160	201	322	280	393	165	312
HC660_RS08165	53	19	26	26	36	54
HC660_RS08170	289	219	279	227	196	422
HC660_RS08175	33	4	6	15	30	8
HC660_RS08180	2	2	3	4	0	4
HC660_RS08185	320	325	229	292	271	397
HC660_RS08190	245	81	74	153	291	250
HC660_RS08195	317	75	94	74	233	205
HC660_RS08200	201	132	159	170	386	309
HC660_RS08205	128	31	33	35	130	62
HC660_RS08210	198	48	52	62	92	100
HC660_RS08215	270	270	269	313	253	365
HC660_RS08220	156	116	87	166	153	163
HC660_RS20925	6	0	6	10	7	2
HC660_RS08225	14142	10702	10829	15088	24437	21561
HC660_RS08230	1982	3817	3086	4559	4116	6197
HC660_RS08235	180	338	182	382	247	400
HC660_RS08240	333	577	353	654	386	341
HC660_RS08245	122	32	64	62	77	90
HC660_RS08250	698	600	665	624	606	783
HC660_RS08255	2340	987	1302	2552	2732	2926
HC660_RS08260	4546	2211	2004	2858	3220	3430
HC660_RS08265	1464	1156	1053	1412	1144	1580
HC660_RS08270	2055	1438	1587	1614	2566	2633
HC660_RS08275	99	42	28	54	150	64
HC660_RS08280	923	594	488	613	1014	1337
HC660_RS08285	1013	681	533	848	1676	1194
HC660_RS08290	1614	1499	1317	1516	2288	2303
HC660_RS08295	396	141	248	217	419	334
HC660_RS08300	556	465	384	414	589	626
HC660_RS08305	1191	1457	1179	1305	1307	1539
HC660_RS08310	932	792	595	1194	1589	1198
HC660_RS08315	685	704	485	762	898	762
HC660_RS08320	609	550	390	660	1007	914
HC660_RS08325	285	85	70	190	277	258
HC660_RS08330	2474	1156	1144	1616	1872	1899
HC660_RS08335	2590	2676	2036	3135	2763	3111
HC660_RS08340	144	32	20	16	143	23
HC660_RS08345	32	0	1	4	23	5
HC660_RS08350	29	2	7	6	43	19
HC660_RS08355	35	4	7	5	38	12
HC660_RS08360	128	137	44	155	126	149
HC660_RS08365	61	10	4	13	44	10
HC660_RS08370	11	7	5	5	23	7
HC660_RS08375	1033	458	487	665	664	625
HC660_RS08380	936	490	565	643	864	870
HC660_RS08385	1083	1021	972	1352	1042	1298
HC660_RS08390	732	690	716	817	683	818
HC660_RS08395	565	259	227	329	412	518
HC660_RS08400	1456	1283	1250	1982	1797	2181
HC660_RS08405	2660	1880	1809	2996	4128	2476
HC660_RS08410	24	12	19	36	62	28
HC660_RS08415	199	40	37	54	101	128
HC660_RS08420	816	646	543	579	861	1156
HC660_RS08425	248	196	146	142	419	470
HC660_RS08430	1820	1200	1086	1172	2173	1776
HC660_RS08435	524	269	161	222	825	492
HC660_RS08440	782	289	186	242	1037	381
HC660_RS08445	1687	510	351	502	1800	524
HC660_RS08450	8824	2427	1873	2712	8584	2137
HC660_RS08455	2432	565	467	753	2459	479
HC660_RS08460	3375	743	657	996	2910	762
HC660_RS08465	2822	698	577	941	2295	819
HC660_RS08470	2329	921	865	1231	1952	1032
HC660_RS08475	1540	258	221	581	812	529
HC660_RS08480	902	162	83	317	609	270
HC660_RS08485	2093	879	333	1087	1491	844
HC660_RS08490	1106	698	356	1001	968	591
HC660_RS08495	950	892	390	1337	976	809
HC660_RS08500	1035	797	512	1192	1054	689
HC660_RS08505	349	300	230	571	370	289
HC660_RS08510	552	492	482	550	631	623
HC660_RS08515	50	13	7	19	62	25
HC660_RS08520	1513	541	854	828	883	1374
HC660_RS08525	783	281	441	460	490	761
HC660_RS08530	1401	704	740	916	999	1573
HC660_RS08535	236	188	220	240	305	502
HC660_RS08540	284	87	109	144	342	206
HC660_RS08545	575	282	241	321	653	402
HC660_RS08550	175	23	41	48	123	48
HC660_RS08555	559	204	183	307	601	292
HC660_RS08560	1365	562	525	636	1639	610
HC660_RS08565	1898	1312	1112	1504	2219	1515
HC660_RS08570	900	381	452	504	919	589
HC660_RS08575	2363	1116	1302	1459	2827	1666
HC660_RS08580	1469	944	1082	1155	2011	1361
HC660_RS08585	860	821	833	824	992	805
HC660_RS08590	291	188	224	305	619	420
HC660_RS08595	14	8	4	10	8	12
HC660_RS08600	2776	4656	4749	6453	3409	7481
HC660_RS08605	618	351	212	431	440	420
HC660_RS08610	3385	3292	2138	3511	3030	3083
HC660_RS08615	341	157	131	202	354	121
HC660_RS08620	991	491	344	589	949	310
HC660_RS08625	1088	494	408	584	1395	442
HC660_RS08630	722	277	249	349	608	714
HC660_RS08635	992	454	350	545	994	1277
HC660_RS08640	1086	789	479	998	1470	1514
HC660_RS08645	2319	2113	1257	2486	3643	2653
HC660_RS08650	1978	4639	3172	5289	3065	4392
HC660_RS08655	1948	1713	1377	1830	2503	2078
HC660_RS08660	1783	804	664	1034	1895	1037
HC660_RS08665	1141	1328	1158	1509	1720	1423
HC660_RS08670	260	330	317	469	348	367
HC660_RS08675	1951	1322	1366	1868	4915	2124
HC660_RS08680	8568	4809	5134	6649	8732	6841
HC660_RS08685	7040	7117	7244	9750	7327	10214
HC660_RS08690	2698	3801	3233	5041	3466	4338
HC660_RS08695	400	278	337	423	733	483
HC660_RS08700	768	803	651	1196	1358	1051
HC660_RS08705	1421	1166	998	1484	1759	1512
HC660_RS08710	39797	53506	58899	63475	41915	64588
HC660_RS08715	465	332	331	521	534	698
HC660_RS08720	196	95	131	267	240	176
HC660_RS08725	463	171	160	371	443	349
HC660_RS08730	33	4	7	8	31	22
HC660_RS08735	5690	3139	1996	4098	4823	3328
HC660_RS08740	7530	5354	3675	6176	6348	3954
HC660_RS08745	206	62	71	110	243	105
HC660_RS08750	2550	2232	2050	2585	3061	3868
HC660_RS08755	802	739	527	696	1347	820
HC660_RS08760	3325	2516	1695	4228	6100	3220
HC660_RS08765	1209	1071	661	816	1173	1014
HC660_RS08770	3840	4728	3719	4157	5656	4686
HC660_RS08775	2957	4923	3727	3955	5648	3790
HC660_RS08780	800	141	354	1200	1421	1261
HC660_RS08785	381	186	280	346	337	653
HC660_RS08790	235	84	120	228	237	454
HC660_RS08795	1703	927	1227	1827	2050	2953
HC660_RS08800	1651	1066	1183	1847	2693	2278
HC660_RS08805	1327	1097	1218	1769	2151	1985
HC660_RS08810	2646	1500	1863	2716	3365	2822
HC660_RS08815	734	521	578	1409	4025	1687
HC660_RS08820	796	643	800	1206	1842	1239
HC660_RS08825	2917	1657	2029	3012	5051	3723
HC660_RS08830	635	430	534	825	1674	977
HC660_RS08835	1772	1870	1898	2580	2630	2377
HC660_RS08840	235	146	220	287	671	242
HC660_RS08845	336	170	196	671	1891	631
HC660_RS08850	1769	546	665	1275	2926	1175
HC660_RS08855	1249	411	473	658	1402	825
HC660_RS08860	568	323	340	538	1109	527
HC660_RS08865	732	542	566	813	945	871
HC660_RS08870	891	443	452	642	1254	705
HC660_RS08875	360	156	205	295	336	272
HC660_RS08880	886	409	547	815	940	650
HC660_RS08885	1144	458	603	832	1210	871
HC660_RS08890	1611	359	581	866	1736	858
HC660_RS08895	1038	223	347	571	1572	551
HC660_RS08900	801	141	248	284	830	291
HC660_RS08905	1027	231	371	493	1648	433
HC660_RS08910	2662	1703	2465	3201	4072	1966
HC660_RS08915	595	604	633	995	1335	671
HC660_RS08920	905	770	799	1115	938	664
HC660_RS08925	617	667	771	1083	837	737
HC660_RS08930	1398	1330	1536	2188	2252	1413
HC660_RS08935	807	751	977	1100	1060	857
HC660_RS08940	21429	26452	26507	31494	31687	39130
HC660_RS08945	8629	11290	9570	11578	11779	16619
HC660_RS08950	1901	1929	1677	1857	2774	3227
HC660_RS08955	1820	2974	2329	2707	2682	3682
HC660_RS08960	593	357	391	412	574	754
HC660_RS08965	645	224	268	392	518	664
HC660_RS08970	1059	631	737	755	928	1277
HC660_RS08975	2829	1783	1941	2533	2624	2880
HC660_RS08980	3731	3660	3526	4751	4613	5307
HC660_RS08985	3256	2010	2273	2657	4573	2895
HC660_RS08990	1914	598	776	776	1801	1757
HC660_RS08995	4278	2455	2357	3097	4927	4876
HC660_RS09000	1061	872	746	1046	1388	1384
HC660_RS09005	1230	846	903	1097	1734	1648
HC660_RS09010	13394	16032	13519	18506	19439	17900
HC660_RS09015	3019	2416	2578	2999	3123	2850
HC660_RS09020	2737	4097	3600	4610	4033	3641
HC660_RS09025	299	306	276	276	316	501
HC660_RS09030	1053	883	731	872	710	1179
HC660_RS09035	15513	28149	32204	32987	27509	36900
HC660_RS09040	11268	11672	9659	12689	14568	16922
HC660_RS09045	464	244	290	332	793	790
HC660_RS09050	898	1635	1011	1366	1499	1583
HC660_RS09055	16	3	4	5	5	7
HC660_RS09060	29	1	2	5	10	13
HC660_RS09065	18	11	0	5	21	8
HC660_RS09070	1953	2363	1920	3447	2118	3538
HC660_RS09075	1693	1864	1528	2033	2181	2367
HC660_RS09080	3239	3557	3122	4156	3842	4119
HC660_RS09085	4170	3939	3183	4214	4479	5429
HC660_RS09090	72	83	58	52	80	62
HC660_RS09095	6	16	10	12	13	19
HC660_RS09100	1092	625	701	854	1043	1113
HC660_RS09105	1243	511	728	833	1004	1174
HC660_RS09110	68	13	26	51	75	58
HC660_RS09115	807	618	645	832	659	852
HC660_RS09120	1457	1525	1644	2063	2313	1683
HC660_RS09125	140	138	141	117	203	149
HC660_RS09130	36	67	41	39	67	56
HC660_RS09135	1029	583	776	855	594	1197
HC660_RS09140	1614	1345	1230	1835	1670	3138
HC660_RS09145	300	245	188	248	409	325
HC660_RS09150	1234	892	906	1001	1921	1220
HC660_RS09155	4939	6562	4481	7473	6355	5943
HC660_RS09160	153	137	68	79	131	243
HC660_RS09165	21144	11951	11264	22282	16395	21028
HC660_RS09170	1028	538	369	836	1222	741
HC660_RS09175	326	443	314	419	466	430
HC660_RS09180	1036	694	266	1057	657	264
HC660_RS09185	1083	1537	418	1701	1024	386
HC660_RS09190	3608	4779	2816	4778	3882	4280
HC660_RS09195	1335	2780	1958	2490	1666	2023
HC660_RS09200	13	16	1	4	32	1
HC660_RS09205	842	412	503	429	1055	772
HC660_RS09210	1046	818	791	920	1508	1093
HC660_RS09215	0	0	0	0	0	0
HC660_RS09220	0	0	0	0	0	0
HC660_RS09225	0	0	0	0	0	0
HC660_RS09230	0	0	0	0	0	0
HC660_RS09235	0	0	0	0	0	0
HC660_RS09240	0	0	0	0	0	0
HC660_RS09245	0	0	0	0	0	0
HC660_RS09250	0	0	0	0	0	0
HC660_RS21025	0	0	0	0	0	0
HC660_RS09260	0	0	0	0	0	0
HC660_RS09265	19	1	0	7	33	4
HC660_RS09270	0	0	0	0	0	0
HC660_RS09275	99	56	90	112	275	166
HC660_RS09280	69	30	54	42	48	82
HC660_RS09285	78	44	50	46	61	72
HC660_RS09290	193	645	619	521	164	502
HC660_RS09295	45	23	15	23	67	40
HC660_RS21030	10	5	0	6	17	11
HC660_RS09305	40	26	35	33	86	60
HC660_RS09310	102	149	158	136	79	161
HC660_RS09315	22	21	21	14	23	33
HC660_RS09320	28	19	23	14	26	30
HC660_RS09325	10	0	2	0	10	1
HC660_RS09330	8	0	0	1	15	0
