Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG13-1	SMG13-2	SMG13-3	SMG19_5-1	SMG19_5-2	SMG19_5-3	SMG6_5-1	SMG6_5-2	SMG6_5-3
HC660_RS05470	164	131	126	71	57	70	28	24	100	204	59	127
HC660_RS05475	39	23	33	24	19	15	10	13	10	23	22	18
HC660_RS05480	136	122	117	153	99	121	82	231	94	166	150	179
HC660_RS05485	304	118	196	193	209	165	124	295	165	226	229	242
HC660_RS05490	426	236	226	243	272	394	130	138	213	349	227	350
HC660_RS05495	1299	1163	903	1149	976	1030	507	988	780	1169	938	1326
HC660_RS05500	1068	1347	873	1081	789	804	703	903	1002	1572	942	1283
HC660_RS05505	12	10	8	9	13	2	4	1	5	4	12	9
HC660_RS05510	6708	7772	5966	7992	4564	3932	5868	5794	7441	11506	8678	9485
HC660_RS05515	0	2	2	4	2	6	0	2	2	1	5	2
HC660_RS05520	4	0	0	7	2	1	0	0	1	1	2	1
HC660_RS05525	85	34	36	91	26	22	22	22	13	36	82	43
HC660_RS05530	123	51	97	43	46	59	77	57	59	92	91	95
HC660_RS05535	192	101	229	77	108	148	247	212	240	339	266	207
HC660_RS05540	1390	1618	1141	777	614	657	1263	598	1345	2323	1555	1919
HC660_RS05545	341	459	412	232	218	253	342	370	494	641	482	568
HC660_RS05550	39	14	18	20	29	20	9	8	11	23	23	13
HC660_RS05555	1681	1551	1322	932	691	766	1095	942	1051	2010	1741	1815
HC660_RS05560	960	1176	807	827	481	555	738	672	805	1509	1153	1207
HC660_RS05565	440	438	295	152	138	113	174	506	340	448	298	354
HC660_RS05570	376	174	108	95	143	139	113	52	80	211	127	288
HC660_RS05575	733	208	197	236	353	303	132	151	187	231	236	442
HC660_RS05580	328	123	101	153	224	182	87	99	91	146	125	179
HC660_RS05585	364	205	249	181	195	224	128	101	145	266	169	258
HC660_RS05590	272	78	105	106	159	196	69	45	99	69	114	127
HC660_RS05595	73	58	43	54	61	65	22	39	44	52	24	46
HC660_RS05600	835	517	637	319	414	634	342	380	491	630	478	542
HC660_RS05605	276	83	84	92	188	126	38	62	53	50	103	96
HC660_RS05610	1549	539	1130	1127	1118	917	977	1058	1163	935	1165	883
HC660_RS05615	1514	968	1731	1537	1433	1152	1050	1381	1370	1352	1239	1180
HC660_RS05620	2028	1002	2008	2008	1806	1482	1336	1584	1694	1565	1663	1608
HC660_RS05625	1669	572	1102	715	637	979	721	1150	712	864	510	666
HC660_RS05630	5526	3571	3778	3368	2705	3190	2031	5170	2165	3159	1733	2702
HC660_RS05635	1086	1275	719	2129	1335	1101	1929	432	1660	1284	1670	2097
HC660_RS05640	87	23	27	25	55	67	34	17	31	42	8	53
HC660_RS21005	20	17	14	6	12	7	11	5	3	14	6	11
HC660_RS05650	489	358	261	210	277	241	135	158	201	312	275	355
HC660_RS05655	47	105	87	92	87	87	49	47	74	73	89	97
HC660_RS05660	5771	4793	4248	6130	4152	4076	6315	4074	5746	6156	6966	8826
HC660_RS05665	37	20	29	15	18	36	35	12	58	56	46	33
HC660_RS05670	291	66	48	64	87	72	46	94	51	79	60	89
HC660_RS05675	673	188	110	187	298	177	152	141	117	154	141	242
HC660_RS05680	341	259	236	168	227	195	115	154	131	226	97	279
HC660_RS05685	435	484	467	359	283	324	236	260	263	344	291	437
HC660_RS05690	73	58	62	107	54	59	25	44	43	52	48	69
HC660_RS05695	140	111	91	149	104	137	87	167	94	141	119	126
HC660_RS05700	106	137	70	50	41	70	53	26	62	112	65	57
HC660_RS05705	35	29	16	11	12	14	5	1	16	19	9	10
HC660_RS05710	694	679	576	718	434	499	230	196	622	602	523	753
HC660_RS05715	1324	1826	1386	2048	1142	740	489	2073	1025	1917	1803	1599
HC660_RS05720	324	301	257	136	171	200	149	196	203	282	201	265
HC660_RS05725	341	250	170	179	205	220	95	151	100	210	116	167
HC660_RS05730	356	225	138	85	156	178	50	115	73	159	107	127
HC660_RS05735	25	0	1	3	7	6	4	5	2	0	0	5
HC660_RS21355	184	407	253	447	263	240	442	78	233	641	461	428
HC660_RS21360	102	156	158	137	121	113	311	25	132	341	283	243
HC660_RS05745	83	9	23	20	47	42	29	21	9	41	29	40
HC660_RS05750	17	9	0	3	10	10	2	8	2	2	1	2
HC660_RS05755	51	84	72	27	28	22	28	18	30	98	33	54
HC660_RS05760	32	12	85	9	22	11	7	12	31	36	39	16
HC660_RS05765	350	381	835	342	189	133	269	110	386	503	464	419
HC660_RS05770	170	467	423	296	204	285	130	212	253	405	344	278
HC660_RS05775	77	50	28	18	33	49	20	6	14	32	25	22
HC660_RS05780	26	10	9	4	10	13	8	2	9	4	7	7
HC660_RS05785	28	9	4	16	16	9	12	6	9	7	14	12
HC660_RS05790	482	421	398	472	362	438	288	267	347	573	428	497
HC660_RS05795	256	261	239	293	213	200	158	180	195	291	281	307
HC660_RS05800	54	6	10	17	45	44	3	4	8	7	7	9
HC660_RS05805	40	22	28	20	18	24	8	17	28	32	20	57
HC660_RS05810	10	17	14	6	11	7	10	16	4	5	13	16
HC660_RS05815	142	102	83	112	85	66	58	48	65	101	57	83
HC660_RS05820	68	45	42	64	49	37	29	31	25	57	54	40
HC660_RS05825	161	36	14	35	46	22	42	13	20	30	55	28
HC660_RS05830	110	11	27	38	39	20	19	12	7	45	47	28
HC660_RS05835	159	37	43	47	67	51	76	33	51	106	102	78
HC660_RS05840	628	172	288	373	377	365	252	27	237	419	472	626
HC660_RS05845	23	5	2	1	21	21	3	0	5	14	12	6
HC660_RS05850	104	50	22	22	76	39	11	20	26	27	20	32
HC660_RS05855	31	15	6	15	10	9	13	7	10	14	15	9
HC660_RS05860	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS05865	660	204	194	260	490	384	209	189	191	227	236	323
HC660_RS05870	1733	431	361	478	1274	885	249	313	379	413	263	501
HC660_RS05875	527	161	148	180	311	312	110	129	122	207	124	260
HC660_RS05880	1681	821	730	891	1366	1038	493	492	626	891	583	1059
HC660_RS05885	144	69	61	92	69	101	24	17	54	86	76	116
HC660_RS05890	3	4	9	11	6	6	0	3	4	3	2	5
HC660_RS05895	18	10	5	3	14	11	6	3	3	10	2	10
HC660_RS05900	5	4	9	6	6	6	1	4	1	3	9	0
HC660_RS05905	30	14	15	24	35	15	16	20	22	16	16	10
HC660_RS05910	1	5	3	7	6	6	0	5	4	13	0	4
HC660_RS05915	9	5	1	1	9	9	1	6	2	6	3	3
HC660_RS05920	19	6	20	4	14	9	13	6	14	39	34	21
HC660_RS05925	12	1	2	7	7	11	3	3	1	0	4	13
HC660_RS05930	633	780	537	279	269	359	362	262	651	976	346	565
HC660_RS05935	266	284	335	255	189	226	224	291	452	495	369	421
HC660_RS05940	838	1151	941	1188	899	1057	477	545	534	1927	1124	1494
HC660_RS05945	19	1	0	3	24	3	1	0	0	6	2	0
HC660_RS05950	51	24	13	25	56	28	9	14	8	23	10	24
HC660_RS05955	93	59	33	28	45	50	33	27	33	43	28	45
HC660_RS05960	221	63	93	138	139	108	147	62	89	81	146	168
HC660_RS05965	100	29	43	49	64	52	34	29	33	75	49	75
HC660_RS05970	256	227	158	228	149	193	143	160	184	184	209	231
HC660_RS05975	145	54	43	70	68	84	11	50	38	53	31	46
HC660_RS05980	158	251	231	79	98	107	86	64	195	257	139	153
HC660_RS05985	54	11	12	16	33	41	3	9	5	10	9	12
HC660_RS05990	281	138	112	128	151	169	76	106	104	125	129	158
HC660_RS05995	155	108	115	78	90	92	62	66	95	121	111	184
HC660_RS06000	39	11	4	11	42	31	13	18	9	16	17	18
HC660_RS06005	20	4	9	2	18	22	5	7	10	4	5	21
HC660_RS06010	18	3	4	11	34	26	3	10	9	7	12	12
HC660_RS06015	36	0	1	4	14	11	1	1	0	0	2	1
HC660_RS06020	15	4	0	1	18	3	1	3	0	9	0	13
HC660_RS06025	15	2	5	2	13	14	3	5	3	0	5	1
HC660_RS06030	25	2	8	9	22	17	3	14	5	5	1	3
HC660_RS06035	35	18	12	17	20	26	6	13	14	27	9	11
HC660_RS06040	25	13	5	12	24	20	9	8	1	11	9	10
HC660_RS06045	272	335	306	285	180	283	213	224	238	333	320	298
HC660_RS06050	87	64	33	25	37	78	60	56	68	76	82	93
HC660_RS06055	97	34	54	39	71	80	6	26	15	47	40	55
HC660_RS06060	152	65	80	40	51	60	65	63	99	139	114	190
HC660_RS06065	415	617	314	549	342	249	259	389	372	395	615	683
HC660_RS06070	22	38	26	34	41	29	12	18	30	45	26	38
HC660_RS06075	24	5	3	2	17	19	2	4	3	3	9	2
HC660_RS06080	9	0	0	2	5	7	2	1	0	4	0	1
HC660_RS06085	37	16	20	6	10	13	7	12	11	43	15	20
HC660_RS06090	113	37	46	41	50	43	41	28	36	32	68	57
HC660_RS06095	38	24	21	20	19	15	13	30	26	37	27	30
HC660_RS06100	34	11	12	15	36	40	4	3	12	8	2	10
HC660_RS06105	680	998	626	515	318	442	480	461	556	873	718	760
HC660_RS06110	385	779	675	488	285	424	392	272	479	831	497	543
HC660_RS06115	382	751	525	386	217	306	240	169	396	695	489	438
HC660_RS06120	50	73	36	42	38	35	31	59	37	69	47	55
HC660_RS06125	83	84	59	72	37	40	48	58	54	96	68	67
HC660_RS06130	361	310	241	194	157	213	168	316	236	311	233	353
HC660_RS06135	335	324	288	319	244	284	191	292	338	448	370	430
HC660_RS06140	450	681	408	404	244	291	356	418	472	710	524	663
HC660_RS06145	101	96	70	120	67	60	54	55	65	110	108	127
HC660_RS06150	234	57	84	61	88	62	116	226	67	86	135	107
HC660_RS06155	56	40	58	37	38	28	38	75	35	42	47	61
HC660_RS06160	15	9	4	6	12	16	16	9	6	9	12	7
HC660_RS06165	33	1	2	0	33	14	2	0	2	3	4	0
HC660_RS06170	24	7	0	0	15	6	2	0	3	0	0	1
HC660_RS06175	30	1	6	2	18	12	0	1	2	0	4	4
HC660_RS06180	37	32	5	4	18	27	7	5	5	8	10	14
HC660_RS06185	116	39	18	23	76	77	14	12	16	12	20	27
HC660_RS06190	36	18	14	8	33	30	5	10	8	9	11	25
HC660_RS06195	13	1	5	1	4	1	2	0	4	2	0	1
HC660_RS06200	154	82	72	61	97	69	131	116	197	129	226	167
HC660_RS06205	36	18	34	20	31	25	27	11	34	20	39	40
HC660_RS06210	34	4	9	4	10	17	3	4	4	13	8	11
HC660_RS06215	916	864	1194	701	469	530	849	643	761	1435	1154	1322
HC660_RS06220	94	120	127	82	48	91	80	95	90	146	117	133
HC660_RS06225	38	28	19	13	29	32	22	15	21	24	48	46
HC660_RS06230	1658	830	674	1612	1259	1002	1163	866	1338	1428	1761	2142
HC660_RS06235	5405	4330	3224	7722	5678	3991	4200	2779	4902	5479	5070	7549
HC660_RS06240	33	5	7	9	25	11	2	5	13	10	12	11
HC660_RS06245	92	27	26	25	32	74	36	4	43	52	37	107
HC660_RS06250	134	37	58	25	55	140	61	8	52	87	38	124
HC660_RS06255	2	10	5	3	2	11	2	0	1	18	4	7
HC660_RS06260	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06265	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06270	26	7	6	4	15	7	9	4	8	8	19	7
HC660_RS06275	917	978	777	1109	652	603	906	1071	1072	1615	1275	1322
HC660_RS06280	19684	38034	18353	11238	7484	12438	7304	4661	9996	24179	12721	15694
HC660_RS06285	1953	875	650	805	722	1199	510	335	613	981	753	988
HC660_RS06290	1708	606	398	401	718	1210	293	209	428	720	513	597
HC660_RS06295	2360	1090	952	699	1356	2351	368	240	595	1121	542	840
HC660_RS06300	2778	2104	1459	994	1360	2191	695	356	952	1937	971	1309
HC660_RS06305	61	25	25	14	34	39	11	11	22	19	13	25
HC660_RS06310	4552	2944	4202	1663	1763	2843	3517	2938	4286	7418	2424	3312
HC660_RS06315	4315	3536	5483	1882	1699	3341	3953	2702	5630	9201	4959	4568
HC660_RS06320	104	55	106	100	77	104	98	74	91	134	117	159
HC660_RS06325	11	8	10	20	8	13	15	7	24	23	30	17
HC660_RS06330	1489	2452	2464	1105	1030	1041	1645	1385	1673	3677	2078	2207
HC660_RS06335	120	70	68	52	45	52	43	82	50	60	65	39
HC660_RS06340	1895	1772	1397	1837	1191	1082	896	1066	1572	2215	1649	1917
HC660_RS06345	13	19	18	27	26	15	13	12	3	21	15	30
HC660_RS06350	778	508	651	433	342	383	481	527	427	631	568	680
HC660_RS06355	74	32	26	18	26	42	29	22	18	39	19	48
HC660_RS06360	445	613	476	421	270	321	532	209	354	1143	667	794
HC660_RS06365	131	60	46	47	61	73	88	57	63	105	127	160
HC660_RS06370	79	40	44	24	28	34	29	68	72	39	58	50
HC660_RS06375	300	176	137	185	201	202	186	302	191	272	276	399
HC660_RS06380	475	251	275	263	268	228	204	369	257	334	367	561
HC660_RS06385	797	452	450	521	451	362	292	429	375	492	374	627
HC660_RS06390	48	31	26	14	40	40	34	21	40	38	43	43
HC660_RS06395	241	224	249	274	206	137	136	273	143	213	223	239
HC660_RS06400	34	12	6	7	33	18	3	11	11	16	14	18
HC660_RS06405	59	15	4	20	14	13	5	12	5	10	2	9
HC660_RS06410	31	9	5	1	22	27	5	6	6	7	5	14
HC660_RS06415	10	0	3	0	6	2	0	1	0	1	0	1
HC660_RS06420	32	4	0	5	19	10	1	4	0	1	4	6
HC660_RS06425	63	0	9	4	35	10	7	3	3	6	11	18
HC660_RS06430	96	14	11	22	49	33	9	14	19	18	14	21
HC660_RS06435	1495	1346	938	2598	1673	955	3066	1346	3047	2151	3382	3279
HC660_RS06440	50	80	20	106	75	44	71	27	54	56	83	102
HC660_RS06445	5	0	2	3	6	4	4	5	4	9	1	3
HC660_RS06450	33	34	50	23	29	21	23	11	18	23	18	16
HC660_RS06455	10	6	2	1	4	6	4	2	2	1	1	3
HC660_RS06460	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06465	8	6	11	4	8	8	5	2	0	0	4	0
HC660_RS06470	25	51	18	13	28	18	13	19	16	18	29	33
HC660_RS06475	4	0	0	1	4	4	0	1	0	0	1	2
HC660_RS06480	9	0	0	0	4	0	0	1	0	0	2	0
HC660_RS06485	3	1	0	1	5	3	3	1	10	4	7	1
HC660_RS06490	318	217	199	337	250	167	222	322	160	256	375	387
HC660_RS06495	168	285	358	92	105	118	164	86	435	751	173	247
HC660_RS06500	391	754	393	364	260	338	169	152	540	565	405	839
HC660_RS06505	722	834	410	341	374	385	355	239	505	762	489	860
HC660_RS06510	997	846	528	298	293	363	476	286	534	850	476	811
HC660_RS06515	187	138	70	89	114	233	62	31	65	168	111	109
HC660_RS06520	249	205	123	165	152	246	66	53	105	153	133	194
HC660_RS06525	53	11	31	5	28	25	26	10	16	51	19	26
HC660_RS06530	72	18	20	12	31	36	25	9	18	17	11	23
HC660_RS06535	4	0	1	1	3	1	1	0	3	0	0	3
HC660_RS06540	196	32	56	55	20	19	51	8	26	54	114	43
HC660_RS06545	197	54	42	48	27	26	65	16	24	75	120	52
HC660_RS06550	202	35	43	51	37	58	49	39	36	53	79	51
HC660_RS21010	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06555	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS21015	0	0	0	0	0	0	0	0	0	0	1	0
HC660_RS06565	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06570	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06575	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06580	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06585	42	17	11	27	6	11	10	6	4	15	28	16
HC660_RS21020	16	9	11	20	20	11	14	6	4	19	15	8
HC660_RS06590	32	10	4	13	8	13	8	2	5	13	12	16
HC660_RS06595	44	9	7	11	13	19	4	3	2	7	6	19
HC660_RS06600	102	33	33	49	47	28	42	49	43	28	60	36
HC660_RS06605	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06610	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06615	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06620	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS06625	29	27	8	16	13	19	4	8	9	10	10	9
HC660_RS06630	123	58	85	53	64	74	100	42	69	108	132	122
HC660_RS06635	271	466	235	215	166	164	212	221	169	327	263	274
HC660_RS06640	576	727	550	407	270	389	457	365	278	594	564	538
HC660_RS06645	40	15	4	7	27	13	15	4	4	5	2	4
HC660_RS06650	6	5	0	0	6	0	0	0	1	2	1	1
HC660_RS06655	43	28	64	30	46	33	20	30	30	36	44	41
HC660_RS06660	149	182	255	89	82	138	38	138	156	363	51	147
HC660_RS06665	21	7	8	4	7	8	4	7	5	5	7	10
HC660_RS06670	92	25	41	42	33	32	44	43	44	26	75	60
HC660_RS06675	8	3	0	5	5	8	5	5	0	0	4	2
HC660_RS06680	896	513	600	447	447	504	764	829	681	760	1259	990
HC660_RS06685	65	162	113	66	57	36	65	15	44	99	71	74
HC660_RS06690	18	55	41	31	24	16	67	3	10	25	27	19
HC660_RS06695	40	10	17	14	28	25	7	9	7	12	12	16
HC660_RS06700	40	30	37	32	38	42	39	16	16	47	47	45
HC660_RS06705	22	40	71	11	25	18	15	9	41	44	34	30
HC660_RS06710	565	370	421	170	318	216	89	80	196	399	257	297
HC660_RS06715	137	125	221	104	85	64	58	25	59	137	96	157
HC660_RS06720	43	4	10	11	14	10	2	3	8	13	7	8
HC660_RS06725	41	26	52	16	29	17	25	23	21	26	37	28
HC660_RS06730	23	7	4	3	14	7	2	0	4	9	3	6
HC660_RS06735	64	43	31	33	54	78	25	26	25	52	45	35
HC660_RS06740	88	73	65	45	62	77	39	28	44	76	49	89
HC660_RS06745	12	16	6	2	7	9	7	4	2	15	6	17
HC660_RS06750	209	295	156	88	114	111	103	128	124	250	192	211
HC660_RS06755	205	193	123	202	133	153	109	120	156	219	211	216
HC660_RS06760	167	127	73	123	105	99	59	81	81	127	121	125
HC660_RS06765	124	69	85	61	69	63	73	75	70	108	163	128
HC660_RS06770	41	119	158	31	41	38	33	60	88	129	56	44
HC660_RS06775	3135	2471	3905	3960	1778	2129	3793	6035	4330	4722	4594	3473
HC660_RS06780	5964	7689	9826	11214	5419	5981	8495	13743	10890	11573	10584	9236
HC660_RS06785	265	257	236	176	144	164	82	115	105	247	89	159
HC660_RS06790	58	20	13	13	43	51	24	21	19	25	14	18
HC660_RS06795	13	6	3	2	20	18	5	3	3	2	0	1
HC660_RS06800	49	7	4	8	31	18	0	0	4	2	3	5
HC660_RS06805	30	7	9	1	20	24	1	5	2	8	1	3
HC660_RS06810	28	9	4	0	40	23	3	3	1	5	1	4
HC660_RS06815	46	9	11	10	31	31	7	1	4	5	6	7
HC660_RS06820	183	105	134	115	121	115	155	50	140	250	212	232
HC660_RS06825	60	22	27	38	60	71	9	13	21	33	46	48
HC660_RS06830	116	31	41	45	85	88	53	32	36	71	21	103
HC660_RS06835	49	16	13	15	32	32	8	5	22	32	10	17
HC660_RS06840	1464	4371	3222	2076	898	1347	1273	1583	1835	2818	1722	1817
HC660_RS06845	59	189	143	28	47	86	46	32	24	62	45	33
HC660_RS06850	1	0	0	0	0	0	1	1	0	0	2	0
HC660_RS06855	91	71	30	44	77	62	12	37	57	52	36	52
HC660_RS06860	48	47	20	19	17	20	10	10	11	15	14	14
HC660_RS06865	41	29	21	55	44	35	10	20	20	12	22	48
HC660_RS06870	57	49	48	64	72	64	45	53	38	66	65	92
HC660_RS06875	19	19	22	30	27	43	32	6	23	22	57	32
HC660_RS06880	93	37	51	14	52	40	59	33	65	102	86	80
HC660_RS06885	7	1	0	1	2	1	0	0	1	1	2	1
HC660_RS06890	20	12	3	18	14	4	8	11	4	7	14	9
HC660_RS06895	42	25	18	34	21	29	6	26	9	37	20	40
HC660_RS06900	6	5	2	4	5	5	3	2	3	9	10	4
HC660_RS06905	13	9	4	8	18	8	6	7	8	36	10	8
HC660_RS06910	1	0	7	7	9	10	2	7	6	9	4	9
HC660_RS06915	15	1	5	5	13	8	5	9	5	11	12	9
HC660_RS06920	139	125	95	129	176	171	78	271	124	165	82	130
HC660_RS06925	324	312	151	248	324	301	156	376	224	274	114	196
HC660_RS06930	300	405	152	285	425	411	228	482	295	295	110	245
HC660_RS06935	274	429	179	258	366	290	166	473	294	303	188	282
HC660_RS06940	531	545	224	355	557	372	239	571	350	391	206	302
HC660_RS06945	283	281	132	231	284	210	130	265	155	158	71	151
HC660_RS06950	213	251	114	140	214	152	94	221	127	120	97	95
HC660_RS06955	233	268	97	156	311	187	95	240	122	155	63	120
HC660_RS06960	54	57	18	23	52	24	28	60	28	28	14	16
HC660_RS06965	14	9	3	5	21	6	4	7	3	0	3	4
HC660_RS06970	575	622	175	447	603	401	259	390	376	322	190	335
HC660_RS06975	238	286	127	169	267	131	129	253	128	207	107	177
HC660_RS06980	186	256	95	134	245	107	114	238	117	188	46	113
HC660_RS06985	17	12	16	30	25	24	6	19	14	25	10	8
HC660_RS06990	1073	1249	506	916	1127	832	553	1196	792	747	398	703
HC660_RS06995	140	165	75	99	165	64	81	114	64	110	43	79
HC660_RS07000	182	154	22	96	161	124	84	92	99	96	32	103
HC660_RS07005	24	34	12	31	44	63	25	9	20	19	14	23
HC660_RS07010	42	61	11	41	62	43	29	28	43	37	14	33
HC660_RS07015	155	158	73	105	170	165	89	155	148	111	64	117
HC660_RS07020	101	86	44	62	78	65	44	57	42	61	41	70
HC660_RS07025	30	46	6	21	35	22	13	37	33	33	12	35
HC660_RS07030	1	0	0	0	0	1	0	0	0	0	0	0
HC660_RS07035	6	19	5	5	11	5	5	8	3	14	8	1
HC660_RS07040	0	4	0	2	0	1	0	0	0	2	0	0
HC660_RS07045	98	234	73	107	160	160	98	144	112	118	41	87
HC660_RS07050	61	39	17	31	53	21	17	66	31	60	31	27
HC660_RS07055	53	53	33	33	78	43	35	68	40	43	35	44
HC660_RS07060	239	271	128	235	252	186	119	254	179	180	121	144
HC660_RS07065	6	2	5	0	8	4	0	5	2	4	4	2
HC660_RS07070	165	204	195	85	77	78	133	79	165	267	201	218
HC660_RS07075	699	640	732	388	237	331	597	302	612	1209	712	759
HC660_RS07080	1374	808	919	1854	1036	755	1326	1924	1303	1450	2488	2531
HC660_RS07085	897	665	563	1339	664	599	874	870	817	863	1512	1575
HC660_RS07090	285	156	118	292	242	122	272	401	251	242	477	330
HC660_RS07095	288	423	282	267	188	193	199	371	208	332	195	227
HC660_RS07100	86	44	27	44	78	34	20	24	28	15	21	40
HC660_RS07105	55	34	37	26	32	44	32	71	45	34	50	31
HC660_RS07110	128	38	126	20	43	61	30	141	73	108	46	60
HC660_RS07115	1481	940	754	880	691	1343	460	965	547	2391	574	1604
HC660_RS07120	167	232	184	224	136	109	122	155	221	262	255	240
HC660_RS07125	104	36	61	32	51	69	54	8	45	60	32	64
HC660_RS07130	44	10	8	15	35	27	18	2	19	26	32	20
HC660_RS07135	30	4	7	4	21	13	5	1	2	8	0	11
HC660_RS07140	40	2	7	2	14	26	4	1	4	5	0	8
HC660_RS07145	123	58	69	38	92	82	61	23	50	62	27	65
HC660_RS07150	24	2	9	4	24	20	6	9	6	6	6	9
HC660_RS07155	64	7	6	5	34	15	9	3	11	7	2	7
HC660_RS07160	33	1	15	4	30	17	7	7	10	11	2	7
HC660_RS07165	44	16	18	6	38	32	7	1	13	21	10	14
HC660_RS07170	1988	2205	2335	1356	1131	1507	971	1704	1620	2651	2042	1908
HC660_RS07175	576	567	847	232	243	234	328	262	621	1332	688	592
HC660_RS07180	162	101	114	120	99	90	112	154	111	166	266	188
HC660_RS07185	267	152	890	171	181	162	497	89	198	388	1127	514
HC660_RS07190	36	0	38	12	16	7	23	6	4	18	19	28
HC660_RS07195	85	33	97	47	31	39	89	27	17	43	68	48
HC660_RS07200	44	27	54	42	39	43	30	26	41	47	57	53
HC660_RS07205	72	48	104	62	51	31	46	23	42	66	105	46
HC660_RS07210	41	19	8	11	22	32	18	10	5	18	12	37
HC660_RS07215	30	17	10	35	49	40	14	21	14	38	24	34
HC660_RS07220	735	491	479	980	711	536	661	698	605	1005	1270	1354
HC660_RS07225	150	42	28	51	123	80	39	47	42	47	47	119
HC660_RS07230	568	553	428	493	511	354	204	302	345	520	396	549
HC660_RS07235	31	9	31	33	32	29	18	21	49	22	27	89
HC660_RS07240	110	107	106	73	44	65	96	60	145	147	116	122
HC660_RS07245	608	3597	1573	343	262	278	690	398	1301	3477	1159	1191
HC660_RS07250	88	84	107	62	45	39	54	87	98	86	152	94
HC660_RS07255	90	71	46	34	60	59	42	58	35	70	70	72
HC660_RS07260	43	30	27	22	46	48	31	26	26	58	43	51
HC660_RS07265	315	268	155	197	179	206	110	94	143	236	173	203
HC660_RS07270	117	323	115	61	51	67	62	55	49	158	58	98
HC660_RS07275	1221	1759	1567	1419	929	956	1001	2359	1598	1979	1519	1658
HC660_RS07280	67	25	34	61	43	54	15	22	18	45	57	48
HC660_RS07285	106	70	52	53	69	47	46	53	34	48	47	55
HC660_RS07290	39	26	15	5	30	31	10	27	15	24	18	8
HC660_RS07295	32	21	6	13	25	8	3	16	6	13	12	24
HC660_RS07300	59	23	31	9	37	33	17	22	19	45	38	27
HC660_RS07305	166	49	40	50	65	54	38	33	42	55	34	58
HC660_RS07310	101	36	35	37	52	33	35	17	17	29	14	36
HC660_RS07315	104	129	66	218	190	306	94	74	180	127	107	136
HC660_RS07320	7	0	0	0	3	1	2	0	2	0	0	0
HC660_RS21220	300	304	419	326	211	286	241	240	268	332	455	542
HC660_RS07325	374	227	439	302	215	258	361	484	295	332	891	568
HC660_RS07330	41	18	32	19	31	24	101	21	60	46	44	48
HC660_RS07335	33	4	13	3	25	4	18	6	5	5	13	8
HC660_RS07340	18	0	0	1	16	4	0	2	0	0	1	0
HC660_RS07345	880	787	832	210	318	444	531	329	618	1419	442	574
HC660_RS07350	46	15	22	13	33	26	20	8	18	16	22	8
HC660_RS07355	31	13	9	4	19	6	12	8	4	3	7	14
HC660_RS07360	42	15	25	10	25	17	16	12	15	16	18	16
HC660_RS07365	56	5	17	11	33	26	11	13	12	18	5	21
HC660_RS07370	22	28	8	22	24	19	9	11	16	18	15	24
HC660_RS07375	107	31	57	36	81	60	60	26	40	66	43	50
HC660_RS07380	26	16	10	9	26	17	14	2	6	17	7	17
HC660_RS07385	300	319	382	331	293	227	536	64	241	532	399	404
HC660_RS07390	304	148	194	172	131	103	196	245	192	206	341	277
HC660_RS07395	208	228	205	207	157	216	230	230	200	178	260	273
HC660_RS07400	349	221	255	175	182	187	302	130	211	209	342	293
HC660_RS07405	292	84	92	45	105	89	169	83	104	134	213	120
HC660_RS07410	77	32	46	57	57	64	46	47	43	30	75	77
HC660_RS07415	307	248	212	152	162	126	251	340	179	254	359	313
HC660_RS07420	1944	1384	2436	1372	1049	1282	1344	2944	2440	3667	2058	2189
HC660_RS07425	154	133	100	215	127	82	113	166	142	190	270	258
HC660_RS07430	6	0	1	0	5	2	4	1	0	13	1	4
HC660_RS07435	7	1	2	0	1	5	1	0	0	2	5	1
HC660_RS07440	49	18	23	15	49	14	18	2	18	20	6	21
HC660_RS07445	244	80	128	91	124	102	127	63	114	180	132	175
HC660_RS07450	84	54	96	74	68	50	54	60	94	131	91	133
HC660_RS07455	19	1	13	4	6	1	8	5	5	9	5	6
HC660_RS07460	175	142	120	114	93	121	55	35	97	141	117	197
HC660_RS07465	221	74	75	74	94	131	58	43	59	136	109	136
HC660_RS07470	256	159	99	125	111	126	119	63	115	208	196	225
HC660_RS07475	458	299	197	247	208	307	147	119	189	324	342	361
HC660_RS07480	293	209	148	193	154	246	151	100	140	261	315	287
HC660_RS07485	165	150	134	159	136	230	98	87	126	171	255	204
HC660_RS07490	241	303	212	244	189	292	135	107	146	267	266	285
HC660_RS07495	280	375	273	236	148	274	172	89	236	358	301	292
