Geneid	Ctrl13-1	Ctrl13-2	Ctrl13-3	Ctrl19_5-1	Ctrl19_5-2	Ctrl19_5-3	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl6_5-1	Ctrl6_5-2	Ctrl6_5-3
HC660_RS10540	6	3	17	9	3	8	3	2	12	10	3	0
HC660_RS10545	153	183	177	262	195	239	98	127	155	51	151	132
HC660_RS10550	45	24	60	83	33	54	14	18	39	22	35	37
HC660_RS10555	160	105	98	129	71	87	195	85	216	102	59	104
HC660_RS10560	1120	1130	705	840	652	870	712	609	752	809	703	504
HC660_RS10565	102	73	44	74	68	112	67	48	58	43	38	78
HC660_RS10570	69	42	64	72	58	88	38	51	60	28	32	58
HC660_RS10575	16	9	18	19	2	8	20	14	37	12	12	10
HC660_RS10580	495	351	316	433	282	392	511	392	570	357	224	308
HC660_RS10585	1546	1341	1225	1558	1097	2163	818	1251	1207	1187	1149	1900
HC660_RS10590	1	0	3	1	2	4	2	0	5	8	3	13
HC660_RS10595	2	4	1	3	1	2	0	2	5	0	1	3
HC660_RS10600	654	591	451	576	449	744	629	452	390	541	447	565
HC660_RS10605	616	657	441	445	382	579	390	254	220	629	444	408
HC660_RS10610	4	2	8	3	1	3	0	1	4	9	3	7
HC660_RS10615	56	50	58	38	30	58	31	30	30	43	44	45
HC660_RS10620	67	37	52	35	38	57	63	19	39	95	68	37
HC660_RS10625	3	0	1	0	1	1	2	0	1	3	0	1
HC660_RS10630	0	0	0	0	0	0	0	2	0	1	0	0
HC660_RS10635	0	7	1	3	0	1	0	0	1	8	1	0
HC660_RS10640	30	17	20	13	11	20	14	8	26	10	20	12
HC660_RS10645	3	11	5	4	11	12	4	15	10	11	11	8
HC660_RS10650	71	18	33	51	39	43	26	46	44	23	21	38
HC660_RS10655	7	6	9	6	5	10	1	10	5	6	3	4
HC660_RS10660	13	12	12	4	20	20	18	15	11	12	6	17
HC660_RS10665	3	3	6	2	1	5	1	1	5	1	1	11
HC660_RS10670	5	1	0	2	5	0	0	0	0	1	1	2
HC660_RS10675	10	14	4	2	4	9	11	5	4	4	7	10
HC660_RS21375	0	0	0	0	1	0	1	0	0	0	0	1
HC660_RS10680	4	2	1	3	2	4	9	3	3	1	1	2
HC660_RS10685	52	45	43	17	27	38	38	23	32	34	17	39
HC660_RS10690	2	0	9	2	5	2	10	10	18	24	5	5
HC660_RS10695	0	1	0	0	0	1	0	0	1	0	0	0
HC660_RS10700	10	8	9	3	6	7	9	8	7	3	5	5
HC660_RS10705	14	15	8	3	8	14	12	22	10	18	11	14
HC660_RS10710	56	55	48	37	26	58	29	46	37	19	37	34
HC660_RS10720	795	453	582	695	533	910	343	419	430	205	297	534
HC660_RS10725	483	193	308	292	153	337	197	211	343	120	94	296
HC660_RS10730	262	296	342	296	169	226	535	229	867	353	291	302
HC660_RS10735	272	182	166	198	107	250	268	212	236	284	217	378
HC660_RS10740	70	96	63	67	49	90	92	78	104	68	68	94
HC660_RS10745	351	263	190	269	179	334	275	257	350	215	238	398
HC660_RS10750	542	281	357	358	295	552	249	413	522	384	292	512
HC660_RS10755	220	87	189	153	131	204	47	150	180	93	87	164
HC660_RS10760	212	212	207	186	185	297	200	163	219	124	112	209
HC660_RS10765	719	588	700	666	534	985	630	601	918	275	205	633
HC660_RS10770	1041	433	642	988	756	1526	918	961	1087	878	964	1670
HC660_RS10775	1250	695	631	1116	1019	2112	1484	1047	1045	700	1327	2023
HC660_RS10780	728	558	404	579	497	938	499	498	477	639	534	793
HC660_RS10785	446	220	288	345	318	629	266	288	317	332	310	544
HC660_RS10790	815	487	460	656	510	1055	461	491	478	475	506	973
HC660_RS10795	1944	1189	857	939	705	1176	826	878	1254	1051	1158	1197
HC660_RS10800	782	284	604	408	391	518	283	485	1056	714	390	526
HC660_RS10805	429	342	292	429	296	623	337	249	248	203	401	395
HC660_RS10810	442	283	303	327	210	369	300	246	304	379	294	339
HC660_RS10815	830	826	1477	1235	1144	1613	954	778	925	780	521	937
HC660_RS10820	912	820	686	830	577	1339	465	680	570	503	503	956
HC660_RS10825	181	125	151	189	118	239	76	96	93	89	93	163
HC660_RS10830	41	27	50	32	36	37	23	35	32	47	23	37
HC660_RS10835	224	188	223	143	90	181	98	166	155	196	137	171
HC660_RS10840	1476	997	1170	1109	858	1751	840	1073	1080	1279	1234	1722
HC660_RS10845	2	12	1	1	3	4	18	2	13	9	5	11
HC660_RS10850	9836	10791	2877	5576	3448	5428	25895	7959	15168	3233	5723	4710
HC660_RS10855	200	155	96	108	96	122	335	149	298	167	139	143
HC660_RS10860	49	55	28	29	32	45	79	34	75	51	38	65
HC660_RS10865	14	20	9	12	7	15	27	10	7	21	9	15
HC660_RS10870	135	172	91	118	72	141	103	125	98	103	102	142
HC660_RS10875	42	41	72	29	35	33	56	37	89	102	36	68
HC660_RS10880	80	59	63	58	47	84	67	53	45	128	58	80
HC660_RS10885	25	30	15	21	9	17	27	12	9	18	33	26
HC660_RS10890	410	325	175	244	178	283	566	299	330	306	326	417
HC660_RS10895	30	21	26	15	19	36	17	10	13	34	22	42
HC660_RS10900	81	48	93	60	39	72	34	48	76	114	45	94
HC660_RS10905	1641	548	1185	1108	1008	1557	216	893	947	1128	816	1293
HC660_RS10910	0	0	1	0	0	1	0	0	0	0	0	0
HC660_RS10915	1	0	0	0	0	0	4	1	0	4	2	5
HC660_RS10920	8	5	4	7	7	6	8	5	5	4	4	5
HC660_RS10925	165	122	112	283	191	569	571	192	136	305	102	95
HC660_RS10930	25	12	11	34	10	46	50	23	28	39	23	18
HC660_RS10935	2866	1987	1981	2110	1936	3003	1000	1438	1111	1377	1512	1684
HC660_RS10940	677	299	305	300	359	407	389	386	423	236	292	436
HC660_RS10945	487	203	268	221	287	350	256	323	387	144	210	364
HC660_RS10950	660	278	327	300	384	457	452	477	553	226	265	533
HC660_RS10955	654	336	362	349	552	484	510	614	620	331	364	498
HC660_RS10960	1438	861	692	782	952	1001	1098	1131	1093	693	869	892
HC660_RS10965	1100	727	583	596	773	851	942	911	721	570	582	590
HC660_RS10970	1040	887	609	952	918	1950	939	978	813	859	724	1468
HC660_RS10975	26	46	35	37	47	132	55	60	39	43	50	91
HC660_RS10980	28	23	19	30	31	64	31	30	33	31	40	86
HC660_RS10985	926	1015	561	791	700	1682	1239	922	761	680	894	1427
HC660_RS10990	56702	38774	17803	59343	31631	46413	57296	27051	33525	77718	35171	32261
HC660_RS10995	1856	1574	1121	992	653	1149	1020	795	1364	1308	1178	1029
HC660_RS11000	29	17	23	11	3	23	10	20	14	35	26	37
HC660_RS11005	63	45	50	50	33	35	48	39	44	47	52	68
HC660_RS11010	27	7	16	7	11	14	9	14	12	20	10	14
HC660_RS11015	215	119	176	134	138	254	85	149	133	255	138	211
HC660_RS11020	480	229	360	319	296	599	188	287	294	273	243	403
HC660_RS11025	1062	1149	656	617	448	790	880	544	663	467	403	676
HC660_RS11030	1	1	4	0	1	1	1	3	3	10	1	4
HC660_RS11035	1	0	4	3	1	2	0	2	7	2	1	3
HC660_RS11040	81	80	35	43	18	39	87	29	58	133	34	63
HC660_RS11045	98	109	65	48	34	60	144	49	111	95	63	98
HC660_RS11050	16	28	23	9	9	21	8	7	16	8	6	14
HC660_RS11055	3	0	1	0	1	0	0	1	4	1	2	2
HC660_RS11060	210	121	136	97	77	143	180	175	288	224	165	194
HC660_RS11065	341	155	153	171	138	188	182	275	387	286	241	318
HC660_RS11070	2274	1456	1324	1312	1534	2365	1052	1712	1503	2080	1331	2313
HC660_RS11075	366	278	251	250	272	510	216	298	270	363	254	482
HC660_RS11080	1380	785	990	1083	969	2013	660	1029	1107	1154	823	1654
HC660_RS11085	934	500	687	838	662	1353	402	690	786	763	625	1095
HC660_RS11090	3759	3126	2357	2978	2340	4619	2062	2542	2719	3286	2562	3955
HC660_RS11095	1581	964	1156	988	701	1313	504	774	749	1263	847	1047
HC660_RS11100	529	158	455	241	199	360	135	305	362	478	250	374
HC660_RS11105	76	35	75	60	30	79	31	45	87	64	43	45
HC660_RS11110	901	553	820	656	631	1027	727	706	869	1318	744	874
HC660_RS11115	511	360	217	308	267	466	251	291	266	344	207	407
HC660_RS11120	1159	538	573	584	612	1110	493	735	604	963	484	875
HC660_RS11125	1005	462	539	524	513	982	444	541	541	738	428	757
HC660_RS11130	319	193	270	270	229	378	117	213	153	351	135	289
HC660_RS11135	525	330	443	402	367	615	215	325	260	545	332	467
HC660_RS11140	508	332	396	384	311	648	180	307	228	436	293	418
HC660_RS11145	240	168	273	229	173	339	101	174	158	269	202	260
HC660_RS11150	251	190	278	246	225	517	133	236	137	212	241	316
HC660_RS11155	267	174	211	275	214	484	119	214	147	212	230	308
HC660_RS11160	85	62	75	44	26	39	64	61	84	63	31	69
HC660_RS11165	96	127	61	77	62	123	78	74	82	110	91	120
HC660_RS11170	167	212	115	102	97	209	171	142	128	136	138	250
HC660_RS11175	75	84	62	68	60	90	111	80	88	68	76	127
HC660_RS11180	4403	3892	2945	2243	3391	4026	2045	1838	1734	1046	1933	3344
HC660_RS11185	2648	1963	1933	1249	1601	1932	1275	1184	1192	736	1263	1929
HC660_RS11190	2829	1873	1696	972	1253	1529	1185	1222	1252	576	977	1420
HC660_RS11195	129	39	142	74	63	76	39	51	94	62	35	59
HC660_RS11200	2713	1493	1575	1517	1447	1923	1346	1252	1837	1912	1538	1172
HC660_RS11205	2582	1137	1654	1715	1115	2402	743	1285	1181	1079	1203	1646
HC660_RS11210	468	335	336	353	344	636	317	281	260	448	340	448
HC660_RS11215	196	133	169	171	145	207	140	135	185	258	198	256
HC660_RS11220	771	446	522	605	517	888	454	498	664	501	652	748
HC660_RS11225	280	150	227	233	288	419	99	194	246	124	156	244
HC660_RS11230	264	174	216	289	313	460	123	202	205	82	133	291
HC660_RS11235	98	24	84	54	93	105	27	63	107	16	40	90
HC660_RS11240	89	39	65	74	55	120	28	53	55	35	43	64
HC660_RS11245	163	75	119	94	127	179	71	108	119	55	46	134
HC660_RS11250	209	75	148	129	121	213	74	127	254	108	51	155
HC660_RS11255	391	277	291	246	264	501	192	243	241	182	104	319
HC660_RS11260	709	527	471	547	576	943	309	418	399	388	281	640
HC660_RS11265	797	491	690	698	600	1058	340	501	454	307	323	774
HC660_RS11270	178	190	128	139	98	174	157	107	93	117	134	156
HC660_RS11275	7999	6885	5299	4252	3468	4362	4506	3637	4292	3168	2542	4094
HC660_RS11280	616	450	575	627	386	1055	393	506	401	785	398	780
HC660_RS11285	808	711	702	1047	578	1524	639	691	551	827	679	1103
HC660_RS11290	421	283	409	418	250	642	235	324	276	411	332	575
HC660_RS11295	178	196	147	177	109	258	192	118	94	184	152	246
HC660_RS11300	229	174	273	222	165	301	203	224	191	312	176	298
HC660_RS11305	13166	12713	7899	7394	7767	10214	16621	5784	5442	8709	5453	6994
HC660_RS11310	269	338	287	237	239	358	116	189	209	172	222	398
HC660_RS11315	552	534	349	337	207	393	189	288	312	238	400	485
HC660_RS11320	31	20	48	17	34	22	16	29	83	24	8	32
HC660_RS11325	2107	1360	1296	1654	1878	3329	1805	1978	1747	1479	1425	2513
HC660_RS11330	1921	1075	1132	1471	1348	2544	1406	1454	1239	1221	1346	2399
HC660_RS11335	0	1	3	1	2	6	0	1	3	1	0	1
HC660_RS11340	5	8	13	3	5	9	11	2	3	18	6	7
HC660_RS11345	7	9	5	6	1	6	14	10	18	11	7	7
HC660_RS11350	4	3	7	2	3	5	1	3	1	1	1	5
HC660_RS11355	1370	1385	1458	1229	1231	2029	991	893	908	1038	789	1193
HC660_RS11360	11578	7696	10615	11228	9172	16466	5701	7042	6497	6485	5997	7982
HC660_RS11365	99	102	115	97	94	121	103	74	120	198	141	191
HC660_RS11370	2	6	5	0	3	2	4	2	1	4	1	3
HC660_RS11375	13	11	6	9	10	13	12	18	8	28	21	19
HC660_RS11380	35	22	19	34	23	44	14	37	15	23	28	39
HC660_RS11385	15	3	7	6	7	16	3	9	17	15	6	20
HC660_RS11390	101	127	109	119	72	73	146	77	147	159	88	114
HC660_RS11395	599	499	412	452	275	604	412	337	412	547	404	486
HC660_RS11400	8516	4329	5441	5845	4666	7680	2960	4655	4097	4661	4055	6235
HC660_RS11405	494	454	363	280	233	389	585	304	508	438	316	502
HC660_RS11410	180	100	74	86	64	150	91	106	115	72	86	195
HC660_RS11415	42	16	41	25	26	31	28	45	68	83	38	53
HC660_RS11420	561	324	364	389	314	563	257	386	439	504	352	564
HC660_RS11425	259	119	216	178	156	287	129	186	206	243	156	292
HC660_RS11430	830	392	554	562	535	1026	357	575	627	505	373	778
HC660_RS11435	131	60	163	69	98	124	41	106	171	82	65	114
HC660_RS11440	440	384	264	227	174	214	1036	315	634	506	258	281
HC660_RS11445	1130	1514	565	938	498	1157	1316	614	840	378	745	1178
HC660_RS11450	867	831	782	945	658	1219	641	618	658	1261	587	771
HC660_RS11455	215	143	167	142	90	198	103	174	171	274	197	237
HC660_RS11460	2524	1490	1437	1530	1121	2184	833	1607	1557	1713	2239	2465
HC660_RS11465	885	507	492	448	369	613	353	564	693	629	614	701
HC660_RS11470	6423	2784	5885	4049	4017	5255	1793	3376	2789	4879	4389	4915
HC660_RS11475	2438	1180	2307	1561	1472	2187	735	1275	1091	1462	1612	1821
HC660_RS11480	2036	1161	1823	1125	1138	1374	1030	988	938	1071	1415	1622
HC660_RS11485	1860	798	1597	1162	913	1210	661	867	858	858	967	1085
HC660_RS11490	262	153	419	156	192	170	111	147	262	251	115	170
HC660_RS11495	963	950	711	718	657	1147	732	803	746	590	598	1061
HC660_RS11500	0	1	1	3	4	2	6	2	3	8	0	5
HC660_RS11505	4	3	6	2	8	7	5	6	12	6	3	8
HC660_RS11510	18	17	5	16	4	23	7	10	16	17	12	18
HC660_RS11515	127	172	85	108	70	194	200	122	104	157	116	268
HC660_RS11520	129	105	101	107	73	217	108	135	97	102	58	264
HC660_RS11525	67	43	96	80	63	118	67	82	153	82	43	173
HC660_RS11530	1	0	5	1	0	2	1	0	0	1	0	0
HC660_RS11535	22	15	8	17	14	16	37	16	32	25	15	27
HC660_RS11540	1861	1742	1406	1460	1408	1843	1801	1156	1982	999	948	1503
HC660_RS11545	1575	1133	1117	1328	1206	2074	454	968	1020	872	739	1508
HC660_RS11550	2538	1135	2230	2236	2060	3903	779	1696	1867	1386	1255	2861
HC660_RS11555	1093	631	950	1099	982	1966	315	795	964	515	525	1392
HC660_RS11560	2201	1255	2096	2165	1798	3761	926	1772	2399	958	1046	3052
HC660_RS11565	166	135	116	111	66	99	172	82	164	60	67	80
HC660_RS11570	392	426	387	268	219	336	325	220	372	526	325	481
HC660_RS11575	53	57	83	55	35	39	53	47	95	100	43	61
HC660_RS11580	696	533	685	686	400	717	478	514	573	636	638	708
HC660_RS11585	2516	2976	1297	1255	1383	2154	2445	1782	1644	1338	2524	2766
HC660_RS11590	733	702	540	602	465	904	614	511	536	433	380	656
HC660_RS11595	57	25	38	31	28	35	29	38	44	33	26	34
HC660_RS11600	2	4	4	4	8	4	7	5	0	5	2	5
HC660_RS11605	2	3	5	0	1	0	3	1	2	2	2	1
HC660_RS11610	3	3	12	6	3	11	2	3	3	10	8	4
HC660_RS11615	2	0	0	1	0	1	0	2	0	0	3	1
HC660_RS11620	2	1	3	2	1	1	1	0	2	2	2	2
HC660_RS11625	5	0	2	1	2	0	0	1	1	4	3	0
HC660_RS11630	498	274	317	309	306	356	135	231	215	285	352	220
HC660_RS11635	258	142	182	158	201	168	70	133	119	123	178	126
HC660_RS11640	119	79	114	72	41	57	46	50	69	90	68	46
HC660_RS11645	12	19	5	6	8	4	5	10	6	3	5	12
HC660_RS11650	1774	1200	1272	1376	1244	2350	937	952	905	921	940	1577
HC660_RS11655	1362	990	993	1108	875	1665	683	715	587	842	741	1132
HC660_RS11660	315	211	412	276	214	341	278	229	420	546	185	349
HC660_RS11665	19	11	11	7	9	17	26	18	15	43	17	19
HC660_RS11670	1744	1574	998	1102	757	1094	3282	1543	2727	1065	1022	1396
HC660_RS11675	39	27	29	21	30	42	26	15	32	20	21	33
HC660_RS11680	8	15	11	12	8	19	37	8	13	5	13	12
HC660_RS11685	2231	1587	1055	1286	1131	2000	2295	1737	1599	1211	1164	2031
HC660_RS11690	1179	788	534	770	544	1097	1158	1009	1080	708	663	1271
HC660_RS11695	542	306	400	496	547	886	984	790	584	617	402	552
HC660_RS11700	357	174	299	301	276	395	373	349	370	197	239	288
HC660_RS11705	97	69	119	105	85	134	111	96	112	81	79	132
HC660_RS11710	958	541	658	725	628	1172	717	718	795	525	640	893
HC660_RS11715	464	215	329	370	303	559	281	382	428	271	327	456
HC660_RS11720	0	0	0	0	0	0	1	1	2	4	1	0
HC660_RS11725	593	583	449	537	342	789	323	401	269	326	321	408
HC660_RS11730	6	2	12	10	4	20	6	16	8	6	1	13
HC660_RS11735	466	271	260	277	214	301	254	253	407	217	272	332
HC660_RS11740	186	188	133	171	119	235	225	142	187	115	130	186
HC660_RS11745	259	175	176	188	111	192	128	176	172	135	115	189
HC660_RS11750	226	97	210	186	157	239	60	162	233	120	110	232
HC660_RS11755	117	49	54	68	54	85	41	42	55	37	45	79
HC660_RS11760	63	51	38	53	32	53	26	54	57	18	22	47
HC660_RS11765	2	2	2	1	6	0	6	0	2	2	1	1
HC660_RS11770	17	10	11	8	9	18	18	6	12	8	4	17
HC660_RS11775	106	63	62	60	56	88	84	88	119	39	98	72
HC660_RS11780	302	147	136	148	164	231	159	197	225	150	244	242
HC660_RS11785	86	139	56	76	65	121	98	62	70	75	71	118
HC660_RS11790	325	443	239	249	215	471	307	219	209	255	246	385
HC660_RS11795	297	332	297	295	218	440	312	235	230	321	254	405
HC660_RS11800	117	86	89	88	86	134	84	59	66	17	22	82
HC660_RS11805	186	200	129	112	116	215	157	94	109	127	112	173
HC660_RS11810	76	57	69	66	45	77	58	46	61	83	48	86
HC660_RS11815	89	51	77	72	78	118	75	84	84	81	51	98
HC660_RS11820	402	289	276	275	243	365	154	215	243	273	241	285
HC660_RS11825	1415	847	1054	1185	837	1405	707	1004	574	856	678	606
HC660_RS11830	554	484	236	196	192	355	365	244	260	352	418	470
HC660_RS11835	6	20	21	14	11	10	14	12	10	17	7	24
HC660_RS11840	112	94	114	118	94	186	69	78	80	80	89	163
HC660_RS11845	2430	2118	1901	2400	1588	3725	1788	1561	1354	2058	2110	2653
HC660_RS11850	56	17	52	29	21	19	22	23	42	41	31	46
HC660_RS11855	5540	3407	3958	5084	3511	6779	2338	3371	2847	4055	3743	4498
HC660_RS11860	267	137	215	217	135	249	143	180	272	149	190	232
HC660_RS11865	780	346	459	394	349	507	281	202	814	549	187	332
HC660_RS11870	3247	1499	1915	2086	1796	2764	1667	1670	2643	2552	1920	1939
HC660_RS11875	922	347	704	757	513	605	549	579	579	500	315	322
HC660_RS11880	3578	2650	2654	2749	2537	3983	1732	2389	1993	1714	2151	2779
HC660_RS11885	1637	766	1207	713	783	964	622	911	1095	1146	1026	1033
HC660_RS11890	2	0	5	1	0	4	0	0	0	2	0	1
HC660_RS11895	1	0	0	0	0	0	1	0	0	0	0	1
HC660_RS11900	61	38	39	36	25	28	36	49	96	82	47	75
HC660_RS11905	388	332	302	233	170	288	384	240	363	279	259	345
HC660_RS11910	249	258	490	214	244	303	203	272	128	593	270	391
HC660_RS11915	129	81	290	61	131	120	66	133	57	349	109	142
HC660_RS11920	197	198	969	149	340	303	150	290	73	755	167	339
HC660_RS11925	294	299	210	182	123	205	457	192	371	299	159	254
HC660_RS11930	1756	485	1411	1037	694	788	808	908	3488	1029	266	140
HC660_RS11935	3447	1055	1913	2458	1392	1965	2098	2110	3860	1021	647	499
HC660_RS11940	152	60	156	124	69	89	62	81	191	56	55	67
HC660_RS11945	2137	1350	1706	1538	1846	2331	856	1330	1099	1858	1268	1846
HC660_RS11950	1499	1066	1385	1075	1298	1824	608	969	895	1209	922	1352
HC660_RS11955	1183	1004	1043	865	1076	1522	641	651	735	871	725	1331
HC660_RS11960	1303	1070	1076	895	995	1589	564	736	738	1038	786	1425
HC660_RS11965	880	772	712	580	727	1204	356	492	620	354	362	921
HC660_RS11970	1733	1263	1508	1200	1363	2202	606	997	1217	476	417	1750
HC660_RS11975	856	713	646	518	469	883	360	520	844	449	341	1025
HC660_RS11980	1049	695	727	622	627	1205	447	558	579	708	511	1085
HC660_RS11985	5	5	9	4	6	9	10	5	10	21	1	7
HC660_RS11990	72	93	59	86	71	87	49	55	39	32	50	73
HC660_RS11995	103	97	77	95	95	140	75	71	60	14	52	101
HC660_RS12000	49	55	38	42	55	79	34	24	41	12	20	50
HC660_RS12005	56	61	50	51	60	88	30	55	38	19	21	66
HC660_RS12010	40	48	36	34	48	57	39	25	17	10	19	41
HC660_RS12015	93	77	55	72	57	92	63	66	67	38	57	87
HC660_RS12020	544	413	410	549	300	524	415	350	486	466	308	340
HC660_RS12025	85	126	59	46	56	105	55	49	53	75	66	101
HC660_RS12030	68	43	36	26	32	43	43	18	41	25	35	64
HC660_RS12035	10	1	6	5	3	6	8	7	3	3	3	11
HC660_RS12040	1014	692	675	906	688	1323	907	751	582	928	709	876
HC660_RS12045	96	88	80	60	53	88	74	91	136	69	122	114
HC660_RS12050	999	927	842	910	570	757	556	715	769	637	919	677
HC660_RS12055	13	5	11	5	11	22	8	7	21	7	13	14
HC660_RS12060	1214	847	878	955	981	1640	766	801	719	599	583	1177
HC660_RS12065	168	85	146	122	159	250	94	92	122	79	63	155
HC660_RS12070	2515	2057	1659	2087	2238	3666	1901	1650	1824	1255	1073	1941
HC660_RS12075	4455	2878	3225	4251	3622	6418	3234	3108	3322	1521	2115	3614
HC660_RS12080	443	234	367	459	462	835	338	406	349	206	218	451
HC660_RS12085	182	85	152	184	162	340	66	192	187	54	89	153
HC660_RS12090	617	342	557	724	494	1166	322	610	505	317	301	558
HC660_RS12095	1172	877	1066	1668	892	1978	906	938	810	1021	754	860
HC660_RS12100	133	36	146	115	51	149	69	108	187	186	59	99
HC660_RS12105	2355	1835	1923	1644	1532	2528	1496	1212	2079	2487	931	1428
HC660_RS12110	2447	1493	2744	2214	1833	3490	1229	1811	2703	3721	1709	2683
HC660_RS12115	157	101	219	216	129	202	111	121	166	205	155	205
HC660_RS12120	49	34	30	57	39	53	28	38	45	19	15	28
HC660_RS12125	70	19	33	49	39	48	25	36	65	30	28	39
HC660_RS12130	29	6	7	14	11	17	3	22	21	7	12	20
HC660_RS12135	27	3	17	25	15	16	10	19	21	11	12	11
HC660_RS12140	14	3	8	1	4	2	4	9	8	1	0	2
HC660_RS12145	3	0	3	4	0	2	2	0	3	2	1	0
HC660_RS12150	6	1	5	4	3	4	1	5	10	4	1	5
HC660_RS12155	12	12	5	3	7	12	17	7	13	5	6	9
HC660_RS12160	0	1	1	0	0	1	1	1	2	1	1	1
HC660_RS12165	1415	1665	897	1059	730	1435	2293	645	572	1040	1033	1409
HC660_RS12170	1260	866	933	675	551	1008	748	586	718	757	717	896
HC660_RS12175	227	136	160	129	87	149	122	77	156	168	108	163
HC660_RS12180	7	8	8	7	6	4	9	8	4	6	9	3
HC660_RS12185	977	389	732	646	473	773	740	646	1463	662	448	684
HC660_RS12190	1026	646	490	814	496	790	850	656	876	464	435	464
HC660_RS12195	46	18	20	58	30	51	90	41	52	36	33	36
HC660_RS12200	510	386	400	325	248	422	466	304	683	487	336	404
HC660_RS12205	104	60	126	106	53	157	53	65	58	121	71	113
HC660_RS12210	88	130	62	53	52	55	235	65	188	151	71	134
HC660_RS12215	2432	2428	1532	1755	1656	2126	1617	1174	1433	1045	1325	1907
HC660_RS12220	1819	1921	1179	1230	1266	1703	1046	747	989	740	872	1628
HC660_RS12225	1421	1296	1014	1024	897	1362	624	672	832	596	703	1231
HC660_RS12230	29	18	22	15	12	24	43	25	37	23	21	24
HC660_RS12235	13	11	10	6	5	10	16	9	22	18	12	5
HC660_RS12240	16	16	26	13	14	15	14	11	21	29	23	19
HC660_RS12245	599	524	317	334	242	357	1069	251	634	400	379	465
HC660_RS12250	2644	402	1553	690	1167	899	675	1294	191	319	861	545
HC660_RS12255	137	32	129	77	77	69	47	105	21	37	92	49
HC660_RS12260	83	18	117	37	59	56	28	71	23	20	47	38
HC660_RS12265	1	0	1	1	0	2	1	3	0	2	3	1
HC660_RS12270	4	8	1	7	1	7	1	1	0	3	2	6
HC660_RS12275	9	7	4	15	7	9	3	10	6	12	11	9
HC660_RS12280	5	5	2	6	4	9	0	3	5	3	4	10
HC660_RS12285	5	2	6	3	1	7	3	4	3	2	1	3
HC660_RS12290	4	1	6	4	1	9	0	9	9	3	0	6
HC660_RS12295	0	2	3	1	1	1	2	1	2	0	0	3
HC660_RS12300	2	1	3	5	8	14	3	6	5	2	1	2
HC660_RS12305	10	1	13	9	4	8	12	15	14	6	6	4
HC660_RS21095	1163	913	823	1558	708	1054	988	859	678	284	127	104
HC660_RS12315	2814	1480	2028	3363	1237	2087	1446	1700	1455	528	246	199
HC660_RS12320	5283	1884	3517	3741	1777	2499	2834	3561	5004	1289	699	292
HC660_RS12325	1089	707	823	1272	424	1006	1165	627	926	599	361	174
HC660_RS12330	0	0	0	1	0	0	0	0	4	1	1	0
HC660_RS12335	1714	806	1280	1508	497	754	1686	809	3481	1185	385	124
HC660_RS12340	716	703	444	378	329	351	453	482	926	251	346	523
HC660_RS12345	1041	591	622	580	365	662	423	400	450	555	369	464
HC660_RS12350	524	265	201	228	214	239	144	257	318	96	191	342
HC660_RS12355	563	500	320	286	344	486	448	338	380	311	392	493
HC660_RS12360	1109	798	941	553	674	806	652	957	1131	756	693	1045
HC660_RS12365	45	39	43	35	29	48	44	70	94	80	36	67
HC660_RS12370	1720	1329	1290	1097	1149	2105	979	1231	1643	1541	1215	1989
HC660_RS12375	543	366	561	497	468	812	317	386	433	329	242	641
HC660_RS12380	43	17	50	21	37	53	11	41	38	21	16	40
HC660_RS12385	226	200	225	186	146	291	196	120	136	202	123	277
HC660_RS12390	67	66	35	42	52	61	78	29	20	38	50	66
HC660_RS12395	249	277	134	130	137	263	219	140	129	157	135	247
HC660_RS12400	297	271	112	88	118	131	557	71	119	156	134	233
HC660_RS12405	13	14	49	7	9	14	14	6	28	23	7	17
HC660_RS12410	6	8	22	10	8	1	10	12	17	11	13	10
HC660_RS12415	980	1418	431	538	403	823	1830	698	831	619	749	863
HC660_RS12420	1278	2210	559	908	653	1361	3002	957	848	814	1166	1338
HC660_RS12425	143	53	86	116	78	142	90	111	83	91	63	92
HC660_RS12430	104	39	68	80	46	81	44	83	66	71	24	20
HC660_RS12435	24	10	20	14	7	26	15	24	24	32	15	15
HC660_RS12440	3	4	3	5	6	9	16	8	9	27	6	12
HC660_RS12445	14	8	18	8	12	8	30	17	16	30	11	11
HC660_RS12450	4133	3200	2802	3615	3275	6848	1856	3215	2742	2927	3236	5683
HC660_RS12455	170	85	117	156	86	152	89	97	64	91	97	97
HC660_RS12460	28317	26792	15462	14668	9963	16051	20037	8495	10182	21301	13966	11064
HC660_RS12465	535	237	462	518	211	329	271	312	255	187	64	49
HC660_RS12470	215	244	207	199	146	339	225	166	153	243	218	282
HC660_RS12475	1	3	5	3	2	5	3	10	5	2	2	4
HC660_RS12480	1528	1469	1055	1711	926	2377	1254	1046	728	898	1249	1664
HC660_RS12485	9	2	10	5	11	15	8	8	7	10	19	21
HC660_RS12490	412	432	260	320	165	353	464	253	375	325	388	430
HC660_RS12495	320	276	216	190	160	263	313	145	293	250	268	250
HC660_RS12500	609	283	303	317	223	301	472	327	550	476	325	355
HC660_RS12505	16	10	12	9	11	16	16	17	9	5	10	21
HC660_RS12510	2646	1849	1590	2297	2326	4093	2357	2693	2562	1988	1788	3018
HC660_RS12515	2808	1540	2045	2869	2291	4692	2085	3052	3133	2178	2121	3522
