Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG-1	SMG-2	SMG-3
HC660_RS09455	0	0	0	0	0	0
HC660_RS21370	0	0	0	0	0	0
HC660_RS09460	0	0	0	0	0	0
HC660_RS09465	0	5	8	3	4	6
HC660_RS09470	10	17	26	10	24	6
HC660_RS09475	5	4	9	2	17	5
HC660_RS09480	19	30	31	38	52	16
HC660_RS09485	56	51	27	26	18	28
HC660_RS09490	61	48	48	22	36	16
HC660_RS09495	32	84	118	58	40	36
HC660_RS09500	0	0	0	0	0	0
HC660_RS09505	2222	3396	2989	2325	3026	2293
HC660_RS09510	27	9	7	4	3	2
HC660_RS09515	30	15	15	10	24	10
HC660_RS09520	805	713	583	796	811	310
HC660_RS21040	11	19	23	16	20	8
HC660_RS09525	48	44	57	33	43	17
HC660_RS09530	27	18	40	13	27	8
HC660_RS09535	56	66	88	60	125	69
HC660_RS09540	29	37	63	39	52	21
HC660_RS09545	36	51	81	48	91	30
HC660_RS09550	1	10	19	2	13	0
HC660_RS09555	3	4	8	1	6	1
HC660_RS09560	3	4	3	0	0	0
HC660_RS09565	0	1	0	0	1	0
HC660_RS09570	0	2	0	0	0	2
HC660_RS09575	272	165	252	32	171	60
HC660_RS09580	408	154	195	43	148	85
HC660_RS09585	6685	3041	4392	909	1298	2254
HC660_RS09590	26	41	40	8	13	13
HC660_RS09595	42	60	94	39	46	28
HC660_RS09600	11	5	20	8	12	8
HC660_RS09605	3046	3895	3102	4879	5184	3110
HC660_RS09610	4	18	21	12	13	8
HC660_RS09615	344	49	90	43	123	39
HC660_RS09620	7	5	6	4	11	4
HC660_RS09625	34	26	28	22	42	22
HC660_RS09630	30	40	50	9	36	3
HC660_RS09635	2124	771	1228	303	679	337
HC660_RS09640	402	278	477	78	183	75
HC660_RS09645	1	0	3	0	6	0
HC660_RS09650	1	1	1	0	0	0
HC660_RS09655	1	1	0	0	0	0
HC660_RS09660	8952	13776	17444	11867	13008	8684
HC660_RS09665	98	141	197	70	109	56
HC660_RS09670	10	13	8	2	10	6
HC660_RS09675	20	12	15	4	8	16
HC660_RS09680	42	27	15	18	18	2
HC660_RS09685	21	23	48	21	27	17
HC660_RS09690	16	19	29	22	49	13
HC660_RS09695	331	215	334	100	212	169
HC660_RS09700	647	338	617	131	309	241
HC660_RS09705	113	108	186	142	354	49
HC660_RS09710	284	577	510	542	643	290
HC660_RS09715	770	1442	1140	1623	1735	622
HC660_RS21230	140	49	55	15	31	40
HC660_RS09720	892	424	1259	241	1346	623
HC660_RS09725	4720	2288	1674	875	2173	2375
HC660_RS09730	459	749	586	347	293	306
HC660_RS09735	6	3	6	2	6	1
HC660_RS09740	41	66	80	37	104	25
HC660_RS09745	9	15	20	10	9	8
HC660_RS09750	27	20	44	16	53	10
HC660_RS09755	23	16	9	17	33	8
HC660_RS09760	0	0	2	0	1	0
HC660_RS09765	0	0	0	0	0	0
HC660_RS09770	1	6	3	2	3	1
HC660_RS09775	57	51	124	25	37	23
HC660_RS09780	254	227	342	35	116	43
HC660_RS09785	53	35	54	19	23	18
HC660_RS09790	15	12	12	10	25	12
HC660_RS09795	9	8	3	9	3	3
HC660_RS09800	4	3	3	5	1	6
HC660_RS09805	0	0	5	0	1	2
HC660_RS09810	12	22	19	6	14	18
HC660_RS09815	15	30	15	16	21	25
HC660_RS09820	11	8	9	3	9	2
HC660_RS09825	0	0	2	0	0	0
HC660_RS09830	10	10	11	10	18	0
HC660_RS09835	5	1	0	2	2	0
HC660_RS09840	250	572	232	424	264	280
HC660_RS09845	856	1245	567	998	773	656
HC660_RS09850	653	794	353	621	479	360
HC660_RS09855	720	1324	740	1207	957	735
HC660_RS09860	1025	1575	1077	1277	882	946
HC660_RS09865	403	944	766	929	697	516
HC660_RS09870	116	314	271	345	281	187
HC660_RS09875	239	223	195	210	450	150
HC660_RS09880	43596	13587	12926	3870	5073	8773
HC660_RS09885	9	2	0	1	4	0
HC660_RS09890	148	87	235	50	108	93
HC660_RS09895	16	11	22	7	5	5
HC660_RS09900	494	1056	1169	609	220	592
HC660_RS09905	124	64	129	56	119	66
HC660_RS09910	41	78	86	38	50	50
HC660_RS09915	701	1875	2803	1640	794	1363
HC660_RS09920	1259	6003	7318	4701	2724	6131
HC660_RS09925	167	134	141	69	212	112
HC660_RS09930	379	520	361	211	263	199
HC660_RS09935	189	361	234	178	214	135
HC660_RS09940	84	47	84	65	63	30
HC660_RS09945	285	540	523	350	362	375
HC660_RS09950	825	306	250	469	895	369
HC660_RS09955	1989	555	1347	297	314	293
HC660_RS09960	151	258	371	73	166	136
HC660_RS09965	165	189	333	48	115	126
HC660_RS09970	29	42	110	34	87	28
HC660_RS09975	9	19	35	6	34	3
HC660_RS09980	32	35	56	24	31	15
HC660_RS09985	18	24	25	14	28	4
HC660_RS09990	30	18	34	20	23	8
HC660_RS09995	32	39	56	44	35	19
HC660_RS10000	8	12	9	7	12	5
HC660_RS10005	303	327	269	178	275	243
HC660_RS10010	504	294	352	60	326	165
HC660_RS10020	306	240	217	143	304	147
HC660_RS10025	59	84	68	22	93	33
HC660_RS10030	198	185	124	106	204	137
HC660_RS10035	66	86	133	52	68	55
HC660_RS10040	51	20	31	12	45	17
HC660_RS10045	95	67	75	29	86	35
HC660_RS10050	15	29	28	16	31	5
HC660_RS10055	1	1	4	0	5	1
HC660_RS10060	0	0	0	0	0	0
HC660_RS10065	0	0	0	0	0	0
HC660_RS10070	0	3	6	2	1	0
HC660_RS10075	7	5	22	6	35	15
HC660_RS10080	70	90	92	100	117	39
HC660_RS10085	24	35	37	17	24	15
HC660_RS10090	131	191	198	122	98	99
HC660_RS10095	383	250	225	121	214	169
HC660_RS10100	76	122	107	71	68	57
HC660_RS10105	19	20	33	12	13	20
HC660_RS10110	20	8	16	13	20	9
HC660_RS21050	9	3	3	4	7	6
HC660_RS10115	6	8	14	7	16	5
HC660_RS10120	191	229	334	225	346	138
HC660_RS10125	116	185	202	99	139	69
HC660_RS21055	11	21	23	7	17	11
HC660_RS10130	2030	1253	875	845	841	983
HC660_RS10135	8	1	4	2	7	7
HC660_RS10145	0	0	0	0	0	0
HC660_RS10150	0	0	0	0	0	0
HC660_RS21065	0	0	0	0	0	0
HC660_RS21070	0	0	0	0	0	0
HC660_RS10160	0	0	0	0	0	0
HC660_RS21075	0	0	0	0	0	0
HC660_RS10165	0	0	0	0	0	0
HC660_RS10175	0	0	0	0	0	0
HC660_RS10180	0	0	0	0	0	0
HC660_RS21080	54	30	40	14	22	0
HC660_RS10185	0	0	0	0	0	0
HC660_RS10190	0	0	0	0	0	0
HC660_RS10195	0	0	0	0	0	0
HC660_RS21085	0	0	0	0	0	0
HC660_RS10200	0	0	0	0	0	0
HC660_RS10205	0	0	0	0	0	0
HC660_RS10210	0	0	0	0	0	0
HC660_RS10215	0	0	0	0	0	0
HC660_RS10220	0	0	0	0	0	0
HC660_RS10225	0	0	0	0	0	0
HC660_RS10230	0	0	0	0	0	0
HC660_RS10235	0	0	4	1	1	3
HC660_RS10240	0	0	0	0	0	0
HC660_RS10245	0	0	0	0	0	0
HC660_RS10250	29	4	1	13	13	31
HC660_RS10255	0	0	0	0	0	0
HC660_RS10260	0	0	0	0	0	0
HC660_RS10265	0	2	2	1	5	0
HC660_RS10270	76	23	38	26	41	19
HC660_RS10275	10	8	4	12	13	11
HC660_RS10280	12	17	19	14	31	14
HC660_RS10290	0	0	0	0	0	0
HC660_RS10295	0	0	0	0	0	0
HC660_RS10300	0	0	0	0	0	0
HC660_RS10305	0	0	0	0	0	0
HC660_RS10310	63	34	20	48	48	10
HC660_RS10315	30	34	33	21	42	17
HC660_RS10320	48	73	145	64	133	28
HC660_RS10325	33	42	69	38	34	35
HC660_RS10330	49	56	90	23	52	22
HC660_RS10335	30	11	35	11	36	10
HC660_RS10340	79	50	96	38	111	46
HC660_RS10345	5	3	20	4	10	4
HC660_RS10350	92	68	175	69	114	47
HC660_RS10355	704	517	887	336	1076	342
HC660_RS10360	3662	711	1252	591	804	896
HC660_RS10365	2794	3705	5407	1007	1435	2557
HC660_RS10370	2	7	17	10	15	8
HC660_RS10375	77	84	126	85	168	72
HC660_RS10380	814	1105	1863	1062	2400	1270
HC660_RS10385	85	142	173	88	171	125
HC660_RS10390	120	140	172	72	136	109
HC660_RS21090	0	1	0	2	4	1
HC660_RS10400	3904	3142	3317	4390	6896	4118
HC660_RS10405	118	211	216	193	269	159
HC660_RS10410	639	90	126	476	175	360
HC660_RS10415	562	449	543	458	1125	297
HC660_RS10420	3424	1490	3297	494	1005	644
HC660_RS10425	891	705	2198	100	679	356
HC660_RS10430	123	56	94	41	116	28
HC660_RS10435	3629	6613	7476	6511	4316	5161
HC660_RS10440	43	89	131	28	26	33
HC660_RS10445	19	25	29	12	11	14
HC660_RS10450	409	203	265	63	310	76
HC660_RS10455	81	129	152	72	151	73
HC660_RS10460	9983	25299	21878	27598	13931	18898
HC660_RS10465	16443	41599	37627	43177	23330	30313
HC660_RS10470	581	939	594	1024	1274	752
HC660_RS10475	160	234	184	227	338	209
HC660_RS10480	15	21	13	19	24	2
HC660_RS10485	121	214	204	360	589	142
HC660_RS10490	46	45	31	24	54	47
HC660_RS10495	66	45	88	3	18	48
HC660_RS10500	158	91	165	71	129	58
HC660_RS10505	191	129	154	114	301	119
HC660_RS10510	386	322	186	432	637	304
HC660_RS10515	42	47	68	43	151	31
HC660_RS10520	35	38	44	19	109	14
HC660_RS10525	25	23	62	30	58	25
HC660_RS10530	0	0	3	0	6	1
HC660_RS10535	1	0	1	1	2	0
HC660_RS10540	3	2	12	1	16	0
HC660_RS10545	98	127	155	50	59	68
HC660_RS10550	14	18	39	12	23	22
HC660_RS10555	195	85	216	53	117	40
HC660_RS10560	712	609	752	705	966	333
HC660_RS10565	67	48	58	25	50	32
HC660_RS10570	38	51	60	29	32	23
HC660_RS10575	20	14	37	4	15	12
HC660_RS10580	511	392	570	154	415	204
HC660_RS10585	818	1251	1207	862	1884	944
HC660_RS10590	2	0	5	0	2	0
HC660_RS10595	0	2	5	4	4	0
HC660_RS10600	629	452	390	599	848	311
HC660_RS10605	390	254	220	556	821	239
HC660_RS10610	0	1	4	0	8	1
HC660_RS10615	31	30	30	33	57	36
HC660_RS10620	63	19	39	38	115	14
HC660_RS10625	2	0	1	1	6	0
HC660_RS10630	0	2	0	0	0	0
HC660_RS10635	0	0	1	2	9	4
HC660_RS10640	14	8	26	7	24	7
HC660_RS10645	4	15	10	4	9	8
HC660_RS10650	26	46	44	16	37	33
HC660_RS10655	1	10	5	2	10	1
HC660_RS10660	18	15	11	6	9	6
HC660_RS10665	1	1	5	1	3	1
HC660_RS10670	0	0	0	0	1	0
HC660_RS10675	11	5	4	4	10	3
HC660_RS21375	1	0	0	0	0	0
HC660_RS10680	9	3	3	0	1	0
HC660_RS10685	38	23	32	7	46	18
HC660_RS10690	10	10	18	3	11	5
HC660_RS10695	0	0	1	1	2	0
HC660_RS10700	9	8	7	2	0	3
HC660_RS10705	12	22	10	7	15	7
HC660_RS10710	29	46	37	21	37	21
HC660_RS10720	343	419	430	210	258	235
HC660_RS10725	197	211	343	73	117	61
HC660_RS10730	535	229	867	124	298	150
HC660_RS10735	268	212	236	80	210	161
HC660_RS10740	92	78	104	32	79	51
HC660_RS10745	275	257	350	144	253	200
HC660_RS10750	249	413	522	203	386	240
HC660_RS10755	47	150	180	60	74	60
HC660_RS10760	200	163	219	109	173	95
HC660_RS10765	630	601	918	230	452	157
HC660_RS10770	918	961	1087	387	755	705
HC660_RS10775	1484	1047	1045	569	706	915
HC660_RS10780	499	498	477	461	684	436
HC660_RS10785	266	288	317	238	406	245
HC660_RS10790	461	491	478	285	514	412
HC660_RS10795	826	878	1254	451	854	703
HC660_RS10800	283	485	1056	300	496	336
HC660_RS10805	337	249	248	220	223	261
HC660_RS10810	300	246	304	172	395	164
HC660_RS10815	954	778	925	673	1114	466
HC660_RS10820	465	680	570	543	671	374
HC660_RS10825	76	96	93	88	94	60
HC660_RS10830	23	35	32	26	28	24
HC660_RS10835	98	166	155	69	197	133
HC660_RS10840	840	1073	1080	675	1622	1056
HC660_RS10845	18	2	13	2	11	1
HC660_RS10850	25895	7959	15168	2055	3928	3693
HC660_RS10855	335	149	298	50	151	67
HC660_RS10860	79	34	75	11	42	29
HC660_RS10865	27	10	7	10	20	2
HC660_RS10870	103	125	98	67	71	63
HC660_RS10875	56	37	89	48	97	37
HC660_RS10880	67	53	45	60	113	48
HC660_RS10885	27	12	9	4	8	10
HC660_RS10890	566	299	330	80	269	198
HC660_RS10895	17	10	13	13	32	20
HC660_RS10900	34	48	76	74	114	34
HC660_RS10905	216	893	947	872	1175	540
HC660_RS10910	0	0	0	0	0	0
HC660_RS10915	4	1	0	0	0	0
HC660_RS10920	8	5	5	6	14	0
HC660_RS10925	571	192	136	157	408	172
HC660_RS10930	50	23	28	11	55	31
HC660_RS10935	1000	1438	1111	1609	1305	951
HC660_RS10940	389	386	423	156	177	271
HC660_RS10945	256	323	387	99	118	137
HC660_RS10950	452	477	553	143	254	253
HC660_RS10955	510	614	620	241	359	393
HC660_RS10960	1098	1131	1093	581	650	836
HC660_RS10965	942	911	721	540	574	691
HC660_RS10970	939	978	813	840	1117	634
HC660_RS10975	55	60	39	33	53	51
HC660_RS10980	31	30	33	17	22	38
HC660_RS10985	1239	922	761	534	773	811
HC660_RS10990	57296	27051	33525	111541	75560	121207
HC660_RS10995	1020	795	1364	965	1061	420
HC660_RS11000	10	20	14	6	30	6
HC660_RS11005	48	39	44	25	93	21
HC660_RS11010	9	14	12	7	24	6
HC660_RS11015	85	149	133	172	263	112
HC660_RS11020	188	287	294	237	288	127
HC660_RS11025	880	544	663	480	620	216
HC660_RS11030	1	3	3	0	4	1
HC660_RS11035	0	2	7	3	8	1
HC660_RS11040	87	29	58	52	121	21
HC660_RS11045	144	49	111	48	95	21
HC660_RS11050	8	7	16	9	21	6
HC660_RS11055	0	1	4	0	6	3
HC660_RS11060	180	175	288	82	245	68
HC660_RS11065	182	275	387	90	210	138
HC660_RS11070	1052	1712	1503	1733	2197	917
HC660_RS11075	216	298	270	287	362	228
HC660_RS11080	660	1029	1107	987	1329	794
HC660_RS11085	402	690	786	613	791	582
HC660_RS11090	2062	2542	2719	2677	4170	2162
HC660_RS11095	504	774	749	833	1606	450
HC660_RS11100	135	305	362	202	564	96
HC660_RS11105	31	45	87	43	80	24
HC660_RS11110	727	706	869	726	1543	584
HC660_RS11115	251	291	266	265	421	214
HC660_RS11120	493	735	604	664	961	501
HC660_RS11125	444	541	541	560	771	314
HC660_RS11130	117	213	153	266	538	120
HC660_RS11135	215	325	260	411	846	198
HC660_RS11140	180	307	228	370	643	181
HC660_RS11145	101	174	158	205	276	129
HC660_RS11150	133	236	137	228	264	167
HC660_RS11155	119	214	147	155	344	148
HC660_RS11160	64	61	84	21	73	20
HC660_RS11165	78	74	82	86	116	80
HC660_RS11170	171	142	128	108	181	80
HC660_RS11175	111	80	88	47	63	35
HC660_RS11180	2045	1838	1734	1133	641	759
HC660_RS11185	1275	1184	1192	653	374	474
HC660_RS11190	1185	1222	1252	620	332	419
HC660_RS11195	39	51	94	34	42	15
HC660_RS11200	1346	1252	1837	890	1481	916
HC660_RS11205	743	1285	1181	716	956	810
HC660_RS11210	317	281	260	364	470	158
HC660_RS11215	140	135	185	156	300	89
HC660_RS11220	454	498	664	409	459	445
HC660_RS11225	99	194	246	106	129	85
HC660_RS11230	123	202	205	97	59	86
HC660_RS11235	27	63	107	8	14	7
HC660_RS11240	28	53	55	13	19	23
HC660_RS11245	71	108	119	15	34	47
HC660_RS11250	74	127	254	44	108	34
HC660_RS11255	192	243	241	137	239	85
HC660_RS11260	309	418	399	303	373	265
HC660_RS11265	340	501	454	283	314	189
HC660_RS11270	157	107	93	50	133	57
HC660_RS11275	4506	3637	4292	3249	2938	1134
HC660_RS11280	393	506	401	531	1058	429
HC660_RS11285	639	691	551	488	1029	732
HC660_RS11290	235	324	276	286	457	378
HC660_RS11295	192	118	94	132	265	103
HC660_RS11300	203	224	191	183	560	109
HC660_RS11305	16621	5784	5442	4954	12576	2278
HC660_RS11310	116	189	209	183	334	164
HC660_RS11315	189	288	312	171	169	170
HC660_RS11320	16	29	83	26	36	11
HC660_RS11325	1805	1978	1747	1621	1786	1470
HC660_RS11330	1406	1454	1239	1046	1771	1071
HC660_RS11335	0	1	3	2	1	0
HC660_RS11340	11	2	3	4	10	3
HC660_RS11345	14	10	18	1	15	1
HC660_RS11350	1	3	1	2	7	1
HC660_RS11355	991	893	908	986	1038	568
HC660_RS11360	5701	7042	6497	6452	6164	3822
HC660_RS11365	103	74	120	61	242	82
HC660_RS11370	4	2	1	2	4	0
HC660_RS11375	12	18	8	11	28	8
HC660_RS11380	14	37	15	16	25	12
HC660_RS11385	3	9	17	2	10	1
HC660_RS11390	146	77	147	78	122	72
HC660_RS11395	412	337	412	249	677	260
HC660_RS11400	2960	4655	4097	4211	4893	2841
HC660_RS11405	585	304	508	139	395	227
HC660_RS11410	91	106	115	32	79	42
HC660_RS11415	28	45	68	38	80	32
HC660_RS11420	257	386	439	337	776	273
HC660_RS11425	129	186	206	156	365	114
HC660_RS11430	357	575	627	402	684	345
HC660_RS11435	41	106	171	43	79	45
HC660_RS11440	1036	315	634	193	641	185
HC660_RS11445	1316	614	840	207	394	689
HC660_RS11450	641	618	658	730	1918	521
HC660_RS11455	103	174	171	93	300	92
HC660_RS11460	833	1607	1557	982	1732	1284
HC660_RS11465	353	564	693	323	579	345
HC660_RS11470	1793	3376	2789	4244	4074	2325
HC660_RS11475	735	1275	1091	1402	1072	858
HC660_RS11480	1030	988	938	881	723	701
HC660_RS11485	661	867	858	854	616	562
HC660_RS11490	111	147	262	196	113	95
HC660_RS11495	732	803	746	579	838	383
HC660_RS11500	6	2	3	1	10	1
HC660_RS11505	5	6	12	2	13	6
HC660_RS11510	7	10	16	10	34	14
HC660_RS11515	200	122	104	71	219	89
HC660_RS11520	108	135	97	44	168	44
HC660_RS11525	67	82	153	25	125	34
HC660_RS11530	1	0	0	0	0	0
HC660_RS11535	37	16	32	8	21	16
HC660_RS11540	1801	1156	1982	951	981	766
HC660_RS11545	454	968	1020	947	901	686
HC660_RS11550	779	1696	1867	1541	1469	1363
HC660_RS11555	315	795	964	540	462	498
HC660_RS11560	926	1772	2399	961	998	846
HC660_RS11565	172	82	164	13	58	48
HC660_RS11570	325	220	372	249	551	191
HC660_RS11575	53	47	95	54	99	28
HC660_RS11580	478	514	573	471	1028	324
HC660_RS11585	2445	1782	1644	1010	1580	1265
HC660_RS11590	614	511	536	331	518	387
HC660_RS11595	29	38	44	16	18	22
HC660_RS11600	7	5	0	2	6	3
HC660_RS11605	3	1	2	9	4	3
HC660_RS11610	2	3	3	3	11	3
HC660_RS11615	0	2	0	0	1	0
HC660_RS11620	1	0	2	0	0	0
HC660_RS11625	0	1	1	4	0	1
HC660_RS11630	135	231	215	360	400	169
HC660_RS11635	70	133	119	199	233	72
HC660_RS11640	46	50	69	110	82	21
HC660_RS11645	5	10	6	3	23	3
HC660_RS11650	937	952	905	943	889	819
HC660_RS11655	683	715	587	706	765	702
HC660_RS11660	278	229	420	225	368	230
HC660_RS11665	26	18	15	6	22	3
HC660_RS11670	3282	1543	2727	457	848	631
HC660_RS11675	26	15	32	18	17	17
HC660_RS11680	37	8	13	3	13	10
HC660_RS11685	2295	1737	1599	1310	888	1048
HC660_RS11690	1158	1009	1080	702	475	621
HC660_RS11695	984	790	584	1072	974	450
HC660_RS11700	373	349	370	377	399	125
HC660_RS11705	111	96	112	67	119	59
HC660_RS11710	717	718	795	520	561	449
HC660_RS11715	281	382	428	186	274	164
HC660_RS11720	1	1	2	0	1	0
HC660_RS11725	323	401	269	295	291	272
HC660_RS11730	6	16	8	3	3	10
HC660_RS11735	254	253	407	99	163	164
HC660_RS11740	225	142	187	65	138	102
HC660_RS11745	128	176	172	73	138	74
HC660_RS11750	60	162	233	64	153	64
HC660_RS11755	41	42	55	17	36	33
HC660_RS11760	26	54	57	8	11	15
HC660_RS11765	6	0	2	0	0	0
HC660_RS11770	18	6	12	1	0	6
HC660_RS11775	84	88	119	37	41	28
HC660_RS11780	159	197	225	110	124	115
HC660_RS11785	98	62	70	51	40	71
HC660_RS11790	307	219	209	201	250	170
HC660_RS11795	312	235	230	225	274	243
HC660_RS11800	84	59	66	16	25	17
HC660_RS11805	157	94	109	86	93	83
HC660_RS11810	58	46	61	38	69	48
HC660_RS11815	75	84	84	58	83	57
HC660_RS11820	154	215	243	272	233	129
HC660_RS11825	707	1004	574	869	899	598
HC660_RS11830	365	244	260	155	324	205
HC660_RS11835	14	12	10	7	5	4
HC660_RS11840	69	78	80	77	103	72
HC660_RS11845	1788	1561	1354	1159	2044	1865
HC660_RS11850	22	23	42	17	56	10
HC660_RS11855	2338	3371	2847	3307	4312	3629
HC660_RS11860	143	180	272	77	131	145
HC660_RS11865	281	202	814	290	298	159
HC660_RS11870	1667	1670	2643	1562	2477	1510
HC660_RS11875	549	579	579	219	478	430
HC660_RS11880	1732	2389	1993	1667	1841	1441
HC660_RS11885	622	911	1095	710	1212	423
HC660_RS11890	0	0	0	0	1	0
HC660_RS11895	1	0	0	0	0	0
HC660_RS11900	36	49	96	25	58	23
HC660_RS11905	384	240	363	148	328	163
HC660_RS11910	203	272	128	330	143	127
HC660_RS11915	66	133	57	154	53	36
HC660_RS11920	150	290	73	351	126	64
HC660_RS11925	457	192	371	199	421	140
HC660_RS11930	808	908	3488	254	799	891
HC660_RS11935	2098	2110	3860	319	781	1882
HC660_RS11940	62	81	191	25	48	29
HC660_RS11945	856	1330	1099	1363	1960	878
HC660_RS11950	608	969	895	1056	1197	590
HC660_RS11955	641	651	735	837	1049	472
HC660_RS11960	564	736	738	843	1224	404
HC660_RS11965	356	492	620	324	377	192
HC660_RS11970	606	997	1217	520	564	305
HC660_RS11975	360	520	844	221	527	161
HC660_RS11980	447	558	579	395	640	354
HC660_RS11985	10	5	10	12	27	13
HC660_RS11990	49	55	39	34	34	48
HC660_RS11995	75	71	60	29	20	30
HC660_RS12000	34	24	41	7	1	19
HC660_RS12005	30	55	38	21	8	27
HC660_RS12010	39	25	17	11	3	13
HC660_RS12015	63	66	67	19	17	32
HC660_RS12020	415	350	486	206	388	329
HC660_RS12025	55	49	53	22	62	18
HC660_RS12030	43	18	41	9	26	9
HC660_RS12035	8	7	3	0	5	5
HC660_RS12040	907	751	582	635	737	574
HC660_RS12045	74	91	136	58	103	29
HC660_RS12050	556	715	769	944	509	544
HC660_RS12055	8	7	21	4	9	5
HC660_RS12060	766	801	719	510	729	409
HC660_RS12065	94	92	122	60	52	50
HC660_RS12070	1901	1650	1824	1218	1055	1087
HC660_RS12075	3234	3108	3322	1397	1261	1772
HC660_RS12080	338	406	349	155	206	160
HC660_RS12085	66	192	187	74	95	81
HC660_RS12090	322	610	505	277	426	422
HC660_RS12095	906	938	810	700	1532	1247
HC660_RS12100	69	108	187	78	354	86
HC660_RS12105	1496	1212	2079	1358	2880	899
HC660_RS12110	1229	1811	2703	1712	4311	1333
HC660_RS12115	111	121	166	110	247	90
HC660_RS12120	28	38	45	18	85	29
HC660_RS12125	25	36	65	12	61	24
HC660_RS12130	3	22	21	9	19	13
HC660_RS12135	10	19	21	3	8	6
HC660_RS12140	4	9	8	0	1	0
HC660_RS12145	2	0	3	0	1	0
HC660_RS12150	1	5	10	1	1	1
HC660_RS12155	17	7	13	4	7	4
HC660_RS12160	1	1	2	0	3	0
HC660_RS12165	2293	645	572	793	1299	605
HC660_RS12170	748	586	718	464	775	377
HC660_RS12175	122	77	156	85	131	54
HC660_RS12180	9	8	4	10	12	2
HC660_RS12185	740	646	1463	332	604	459
HC660_RS12190	850	656	876	225	455	556
HC660_RS12195	90	41	52	5	27	25
HC660_RS12200	466	304	683	280	442	215
HC660_RS12205	53	65	58	69	165	61
HC660_RS12210	235	65	188	50	95	77
HC660_RS12215	1617	1174	1433	1362	674	886
HC660_RS12220	1046	747	989	1024	562	703
HC660_RS12225	624	672	832	733	524	515
HC660_RS12230	43	25	37	14	25	12
HC660_RS12235	16	9	22	7	13	2
HC660_RS12240	14	11	21	22	28	6
HC660_RS12245	1069	251	634	215	384	149
HC660_RS12250	675	1294	191	957	784	352
HC660_RS12255	47	105	21	43	55	29
HC660_RS12260	28	71	23	43	40	19
HC660_RS12265	1	3	0	0	3	0
HC660_RS12270	1	1	0	4	0	2
HC660_RS12275	3	10	6	3	5	3
HC660_RS12280	0	3	5	0	4	1
HC660_RS12285	3	4	3	3	2	1
HC660_RS12290	0	9	9	2	1	4
HC660_RS12295	2	1	2	0	0	0
HC660_RS12300	3	6	5	3	10	2
HC660_RS12305	12	15	14	1	5	9
HC660_RS21095	988	859	678	165	217	732
HC660_RS12315	1446	1700	1455	190	461	1214
HC660_RS12320	2834	3561	5004	587	724	1681
HC660_RS12325	1165	627	926	224	454	738
HC660_RS12330	0	0	4	0	0	0
HC660_RS12335	1686	809	3481	177	1313	487
HC660_RS12340	453	482	926	195	132	116
HC660_RS12345	423	400	450	505	484	337
HC660_RS12350	144	257	318	55	51	67
HC660_RS12355	448	338	380	164	293	195
HC660_RS12360	652	957	1131	284	622	317
HC660_RS12365	44	70	94	28	91	19
HC660_RS12370	979	1231	1643	1058	1682	727
HC660_RS12375	317	386	433	235	361	217
HC660_RS12380	11	41	38	10	33	10
HC660_RS12385	196	120	136	132	262	115
HC660_RS12390	78	29	20	22	42	23
HC660_RS12395	219	140	129	107	200	72
HC660_RS12400	557	71	119	106	235	37
HC660_RS12405	14	6	28	9	19	1
HC660_RS12410	10	12	17	10	37	13
HC660_RS12415	1830	698	831	295	608	369
HC660_RS12420	3002	957	848	515	902	834
HC660_RS12425	90	111	83	43	129	102
HC660_RS12430	44	83	66	13	122	47
HC660_RS12435	15	24	24	15	73	12
HC660_RS12440	16	8	9	3	35	6
HC660_RS12445	30	17	16	10	88	14
HC660_RS12450	1856	3215	2742	2246	3661	1955
HC660_RS12455	89	97	64	103	99	87
HC660_RS12460	20037	8495	10182	18151	19208	9129
HC660_RS12465	271	312	255	61	117	157
HC660_RS12470	225	166	153	180	443	153
HC660_RS12475	3	10	5	2	11	4
HC660_RS12480	1254	1046	728	743	1171	1263
HC660_RS12485	8	8	7	6	8	6
HC660_RS12490	464	253	375	207	326	200
HC660_RS12495	313	145	293	83	209	102
HC660_RS12500	472	327	550	146	277	191
HC660_RS12505	16	17	9	6	6	14
HC660_RS12510	2357	2693	2562	1654	2394	1936
HC660_RS12515	2085	3052	3133	1726	2662	2060
HC660_RS12520	4	2	0	2	1	0
HC660_RS12525	959	622	593	377	619	519
HC660_RS12530	1013	749	604	662	757	497
HC660_RS12535	107	126	102	117	231	74
HC660_RS12540	1257	927	1219	370	412	213
HC660_RS12545	2652	2747	3449	3942	6714	1864
HC660_RS12550	807	1677	2352	1274	2567	955
HC660_RS12555	236	307	362	203	422	201
HC660_RS12560	644	614	575	351	779	422
HC660_RS12565	102	191	249	152	308	116
HC660_RS12570	675	1003	482	1928	3276	695
HC660_RS12575	134	166	129	321	915	109
HC660_RS12580	213	454	767	528	1042	249
HC660_RS12585	45	103	136	95	169	64
HC660_RS12590	331	830	974	753	1225	459
HC660_RS12595	251	338	471	366	476	243
HC660_RS12600	80	132	134	112	206	77
HC660_RS12605	200	246	252	206	352	117
HC660_RS12610	588	984	1127	674	1288	574
HC660_RS12615	961	1457	2129	1188	1497	965
HC660_RS12620	50	71	65	45	70	43
HC660_RS12625	9	12	6	5	23	6
HC660_RS12630	6855	7183	5333	2608	2443	4411
HC660_RS12635	17081	21890	18378	6541	6728	11769
HC660_RS12640	13698	18452	17913	5988	8120	10080
