Time,Dose_f,1g,SMG,diff
1.7000000000000002,19.5,0.2067859974395344,0.22030002066955007,0.01351402323001566
1.75,19.5,0.21830472280635943,0.23224773109862343,0.013943008292263998
1.8,19.5,0.2302788090860362,0.24464010320372764,0.014361294117691437
1.85,19.5,0.24270575589401294,0.25747196137567635,0.014766205481663408
1.9000000000000001,19.5,0.255580646279468,0.27073563947002705,0.015154993190559019
1.9500000000000002,19.5,0.26889600676842074,0.28442087061298066,0.015524863844559922
2,19.5,0.2826416888721817,0.29851470216399134,0.015873013291809623
2.0500000000000003,19.5,0.29680477643903663,0.3130014397768558,0.01619666333781916
2.1,19.5,0.3113695230653082,0.3278626241811457,0.016493101115837516
2.15,19.5,0.3263173234618735,0.3430770438313448,0.01675972036947132
2.2,19.5,0.3416267221858757,0.3586207859423422,0.016994063756466504
2.25,19.5,0.35727346249422526,0.3744673276553084,0.01719386516108312
2.3000000000000003,19.5,0.3732305772634501,0.3905876681741302,0.017357090910680106
2.35,19.5,0.38946852296666273,0.406950501704704,0.01748197873804125
2.4000000000000004,19.5,0.40595535662938,0.4235224299506618,0.017567073321281823
2.45,19.5,0.4226569545369154,0.4402682118093893,0.017611257272473924
2.5,19.5,0.4395372702799412,0.45715104681634205,0.017613776536400838
2.5500000000000003,19.5,0.4565586285499693,0.4741328878509958,0.017574259301026462
2.6,19.5,0.47368204998436453,0.4911747776914412,0.01749272770707666
2.6500000000000004,19.5,0.4908676013624478,0.5082372032306145,0.017369601868166717
2.7,19.5,0.5080747646183336,0.5252804605833304,0.01720569596499688
2.75,19.5,0.5252628175039922,0.5422650239489228,0.017002206444930668
2.8000000000000003,19.5,0.5423912183397418,0.5591519109678776,0.016760692628135843
2.85,19.5,0.5594199871494929,0.5759030374288705,0.016483050279377576
2.9000000000000004,19.5,0.5763100756018179,0.592481554539032,0.016171478937214046
2.95,19.5,0.5930237185588901,0.6088521625469426,0.0158284439880525
3,19.5,0.6095247606538234,0.6249813952759171,0.015456634622093679
